Train,Test,R^2,RMSE,MAE
dft,dft,0.7560563415426885,0.7300659267193086,0.4825564483055147
dft,exp,0.4350673494443541,0.8817985590260423,0.7046819994662382
exp,exp,0.7279778302453528,0.6118897766415821,0.4071719952183772
exp,dft,-0.05128208988745775,1.5155733018804323,1.197419378084835
