Model,Error_Type,Train_set,Test_set,R²,RMSE,MAE
Self Learning XGBoost,Train,mix,mix,0.9715205855997817,0.22827532939422374,0.17040499898617167
Self Learning XGBoost,Test,mix,dft,0.6854621743694261,0.819338642659304,0.538089763975316
Self Learning XGBoost,Test,mix,exp,0.8169294244678089,0.5183259454542146,0.3463390201542778
Self Learning XGBoost,Test,mix,mix,0.7265526364850304,0.7230092774035226,0.47099470903921653
