Train,Test,R^2,RMSE,MAE
dft,dft,0.6127187981050565,0.9198786138140197,0.6877157949039251
dft,exp,0.3345074977859055,0.9570676357691583,0.7597939504906815
exp,exp,0.6496195086446691,0.6944500373393436,0.47957524739673385
exp,dft,-0.09550048112723597,1.5471185725678274,1.1964000837968363
