rank_test_score,param_lgbm__learning_rate,param_lgbm__max_depth,param_lgbm__n_estimators,param_lgbm__subsample,param_lgbm__colsample_bytree,param_lgbm__reg_alpha,param_lgbm__reg_lambda,train_rmse,test_rmse
613,0.2,5,300,1.0,1.0,0.0,0.3,0.12110711040278051,0.46187226916367935
613,0.2,5,300,0.7,1.0,0.0,0.3,0.12110711040278051,0.46187226916367935
615,0.2,9,200,0.7,0.7,0.0,0.0,0.10135377674461042,0.4618747614293022
615,0.2,9,200,1.0,0.7,0.0,0.0,0.10135377674461042,0.4618747614293022
617,0.1,5,300,0.7,1.0,0.0,0.3,0.1837047385027428,0.46192970990327104
617,0.1,5,300,1.0,1.0,0.0,0.3,0.1837047385027428,0.46192970990327104
619,0.05,9,200,0.7,0.7,0.0,0.3,0.22637678496585514,0.46193913926411206
619,0.05,9,200,1.0,0.7,0.0,0.3,0.22637678496585514,0.46193913926411206
621,0.05,-1,200,0.7,1.0,0.3,0.1,0.20164637788826661,0.46195573600939116
621,0.05,-1,200,1.0,1.0,0.3,0.1,0.20164637788826661,0.46195573600939116
623,0.2,-1,300,0.7,1.0,0.1,0.0,0.08420388662680534,0.4619761496144715
623,0.2,-1,300,1.0,1.0,0.1,0.0,0.08420388662680534,0.4619761496144715
625,0.2,-1,200,1.0,1.0,0.1,0.0,0.09176371326442789,0.46199108389624177
625,0.2,-1,200,0.7,1.0,0.1,0.0,0.09176371326442789,0.46199108389624177
627,0.2,5,300,1.0,0.7,0.1,0.0,0.12017582889211387,0.4619988615660884
627,0.2,5,300,0.7,0.7,0.1,0.0,0.12017582889211387,0.4619988615660884
629,0.2,9,200,0.7,1.0,0.0,0.3,0.1004798914851961,0.46199976407868476
629,0.2,9,200,1.0,1.0,0.0,0.3,0.1004798914851961,0.46199976407868476
631,0.2,5,300,0.7,1.0,0.3,0.3,0.11207634268124073,0.46200557674806064
631,0.2,5,300,1.0,1.0,0.3,0.3,0.11207634268124073,0.46200557674806064
633,0.2,9,200,1.0,0.7,0.1,0.1,0.0991374478874878,0.4620061546640789
633,0.2,9,200,0.7,0.7,0.1,0.1,0.0991374478874878,0.4620061546640789
635,0.2,9,300,0.7,0.7,0.1,0.1,0.08646978525827144,0.4620534859096967
635,0.2,9,300,1.0,0.7,0.1,0.1,0.08646978525827144,0.4620534859096967
637,0.05,-1,200,1.0,1.0,0.3,0.0,0.2016644685502163,0.4620731089915253
637,0.05,-1,200,0.7,1.0,0.3,0.0,0.2016644685502163,0.4620731089915253
639,0.25,-1,200,0.7,0.7,0.3,0.1,0.08977458063354492,0.4620810534418343
639,0.25,-1,200,1.0,0.7,0.3,0.1,0.08977458063354492,0.4620810534418343
641,0.25,7,200,1.0,0.7,0.0,0.1,0.10157591742556044,0.4620827573622991
641,0.25,7,200,0.7,0.7,0.0,0.1,0.10157591742556044,0.4620827573622991
643,0.25,-1,300,0.7,0.7,0.3,0.1,0.08517645142437753,0.46213813221677513
643,0.25,-1,300,1.0,0.7,0.3,0.1,0.08517645142437753,0.46213813221677513
645,0.05,9,200,1.0,1.0,0.3,0.1,0.22126993620769894,0.4621492720271845
645,0.05,9,200,0.7,1.0,0.3,0.1,0.22126993620769894,0.4621492720271845
647,0.05,-1,200,1.0,1.0,0.1,0.3,0.2010561907737596,0.4621554223016473
647,0.05,-1,200,0.7,1.0,0.1,0.3,0.2010561907737596,0.4621554223016473
649,0.25,5,300,1.0,0.7,0.3,0.0,0.10097907959745667,0.4623070777059484
649,0.25,5,300,0.7,0.7,0.3,0.0,0.10097907959745667,0.4623070777059484
651,0.2,7,200,1.0,1.0,0.3,0.1,0.10568172358407565,0.462330699036337
651,0.2,7,200,0.7,1.0,0.3,0.1,0.10568172358407565,0.462330699036337
653,0.05,7,300,1.0,1.0,0.0,0.0,0.20374128104235312,0.46238480045670644
653,0.05,7,300,0.7,1.0,0.0,0.0,0.20374128104235312,0.46238480045670644
655,0.2,7,300,1.0,1.0,0.3,0.3,0.08917412682704838,0.46241993813095095
655,0.2,7,300,0.7,1.0,0.3,0.3,0.08917412682704838,0.46241993813095095
657,0.2,5,300,1.0,0.7,0.0,0.3,0.12497257189203446,0.46243969651973255
657,0.2,5,300,0.7,0.7,0.0,0.3,0.12497257189203446,0.46243969651973255
659,0.05,-1,200,0.7,0.7,0.0,0.1,0.20466208217719165,0.4624505519830131
659,0.05,-1,200,1.0,0.7,0.0,0.1,0.20466208217719165,0.4624505519830131
661,0.2,5,200,1.0,0.7,0.1,0.1,0.15427378910533954,0.4625020158947908
661,0.2,5,200,0.7,0.7,0.1,0.1,0.15427378910533954,0.4625020158947908
663,0.2,-1,300,0.7,1.0,0.1,0.3,0.08423728648202301,0.4625048627535064
663,0.2,-1,300,1.0,1.0,0.1,0.3,0.08423728648202301,0.4625048627535064
665,0.05,9,200,1.0,0.7,0.3,0.0,0.2233686042376614,0.4625114871535736
665,0.05,9,200,0.7,0.7,0.3,0.0,0.2233686042376614,0.4625114871535736
667,0.2,-1,200,1.0,1.0,0.1,0.3,0.09173047400577243,0.46259282551451025
667,0.2,-1,200,0.7,1.0,0.1,0.3,0.09173047400577243,0.46259282551451025
669,0.2,9,300,0.7,0.7,0.0,0.1,0.08780799309131632,0.46263648254431106
669,0.2,9,300,1.0,0.7,0.0,0.1,0.08780799309131632,0.46263648254431106
671,0.05,7,300,1.0,1.0,0.3,0.0,0.1963402303448206,0.46264169607863703
671,0.05,7,300,0.7,1.0,0.3,0.0,0.1963402303448206,0.46264169607863703
673,0.25,7,300,0.7,0.7,0.0,0.1,0.08747024161639903,0.46266242526340684
673,0.25,7,300,1.0,0.7,0.0,0.1,0.08747024161639903,0.46266242526340684
675,0.1,5,300,1.0,1.0,0.3,0.1,0.17592775758404394,0.4626964765971011
675,0.1,5,300,0.7,1.0,0.3,0.1,0.17592775758404394,0.4626964765971011
677,0.2,7,200,0.7,1.0,0.3,0.3,0.10400945508646153,0.46271766477342885
677,0.2,7,200,1.0,1.0,0.3,0.3,0.10400945508646153,0.46271766477342885
679,0.2,5,300,1.0,0.7,0.3,0.0,0.1143867527353882,0.46272030122766544
679,0.2,5,300,0.7,0.7,0.3,0.0,0.1143867527353882,0.46272030122766544
681,0.25,9,200,0.7,0.7,0.1,0.0,0.09021807457411748,0.46273328724943674
681,0.25,9,200,1.0,0.7,0.1,0.0,0.09021807457411748,0.46273328724943674
683,0.1,5,300,0.7,0.7,0.1,0.1,0.1846009544965712,0.46274693418552004
683,0.1,5,300,1.0,0.7,0.1,0.1,0.1846009544965712,0.46274693418552004
685,0.25,5,200,0.7,0.7,0.1,0.1,0.13636588564138402,0.46280254043172814
685,0.25,5,200,1.0,0.7,0.1,0.1,0.13636588564138402,0.46280254043172814
687,0.1,7,200,0.7,1.0,0.1,0.1,0.17086194182873604,0.4628307209703691
687,0.1,7,200,1.0,1.0,0.1,0.1,0.17086194182873604,0.4628307209703691
689,0.25,9,300,1.0,0.7,0.1,0.0,0.08357088390319986,0.4628583345252933
689,0.25,9,300,0.7,0.7,0.1,0.0,0.08357088390319986,0.4628583345252933
691,0.05,9,200,0.7,0.7,0.1,0.1,0.224799205643057,0.4629131535064664
691,0.05,9,200,1.0,0.7,0.1,0.1,0.224799205643057,0.4629131535064664
693,0.05,-1,200,1.0,1.0,0.0,0.0,0.20039926493010632,0.462998699820036
693,0.05,-1,200,0.7,1.0,0.0,0.0,0.20039926493010632,0.462998699820036
695,0.25,9,300,0.7,1.0,0.0,0.1,0.08362425734183104,0.46302741468972247
695,0.25,9,300,1.0,1.0,0.0,0.1,0.08362425734183104,0.46302741468972247
697,0.25,9,200,0.7,1.0,0.0,0.1,0.0913236545070953,0.46302829878002194
697,0.25,9,200,1.0,1.0,0.0,0.1,0.0913236545070953,0.46302829878002194
699,0.25,5,200,0.7,0.7,0.3,0.0,0.128350969435937,0.4630973740125846
699,0.25,5,200,1.0,0.7,0.3,0.0,0.128350969435937,0.4630973740125846
701,0.1,5,200,0.7,0.7,0.3,0.0,0.22568224559182481,0.4631047739865236
701,0.1,5,200,1.0,0.7,0.3,0.0,0.22568224559182481,0.4631047739865236
703,0.25,5,300,1.0,0.7,0.0,0.1,0.10867029417853595,0.4631517650476024
703,0.25,5,300,0.7,0.7,0.0,0.1,0.10867029417853595,0.4631517650476024
705,0.2,5,200,1.0,1.0,0.3,0.1,0.14889255650639271,0.4631519018087039
705,0.2,5,200,0.7,1.0,0.3,0.1,0.14889255650639271,0.4631519018087039
707,0.2,7,300,0.7,0.7,0.3,0.0,0.09084619996035645,0.4631931641289531
707,0.2,7,300,1.0,0.7,0.3,0.0,0.09084619996035645,0.4631931641289531
709,0.25,7,300,0.7,1.0,0.0,0.0,0.0869876476974464,0.4632532982877225
709,0.25,7,300,1.0,1.0,0.0,0.0,0.0869876476974464,0.4632532982877225
711,0.2,9,200,0.7,0.7,0.0,0.1,0.10189189978231869,0.4632698301873412
711,0.2,9,200,1.0,0.7,0.0,0.1,0.10189189978231869,0.4632698301873412
713,0.2,5,200,1.0,1.0,0.1,0.1,0.15251445116481005,0.46327366489712624
713,0.2,5,200,0.7,1.0,0.1,0.1,0.15251445116481005,0.46327366489712624
715,0.25,-1,300,0.7,0.7,0.3,0.3,0.0852393181575083,0.4633536299934956
715,0.25,-1,300,1.0,0.7,0.3,0.3,0.0852393181575083,0.4633536299934956
717,0.25,-1,200,1.0,0.7,0.3,0.3,0.08994085032650086,0.46336224341912263
717,0.25,-1,200,0.7,0.7,0.3,0.3,0.08994085032650086,0.46336224341912263
719,0.3,-1,300,0.7,1.0,0.3,0.1,0.08474804367968969,0.46346295605247734
719,0.3,-1,300,1.0,1.0,0.3,0.1,0.08474804367968969,0.46346295605247734
721,0.3,-1,200,1.0,1.0,0.3,0.1,0.08638637108217745,0.46348166343794955
721,0.3,-1,200,0.7,1.0,0.3,0.1,0.08638637108217745,0.46348166343794955
723,0.2,5,200,1.0,1.0,0.3,0.0,0.1468135564440049,0.46349162333562693
723,0.2,5,200,0.7,1.0,0.3,0.0,0.1468135564440049,0.46349162333562693
725,0.2,5,200,0.7,0.7,0.0,0.0,0.1591668051656686,0.4634993825037634
725,0.2,5,200,1.0,0.7,0.0,0.0,0.1591668051656686,0.4634993825037634
727,0.25,9,300,1.0,0.7,0.1,0.1,0.08360954100542754,0.46352126440880337
727,0.25,9,300,0.7,0.7,0.1,0.1,0.08360954100542754,0.46352126440880337
729,0.2,7,300,0.7,1.0,0.0,0.1,0.0926052782398659,0.4635702335107107
729,0.2,7,300,1.0,1.0,0.0,0.1,0.0926052782398659,0.4635702335107107
731,0.1,7,200,1.0,1.0,0.0,0.1,0.17307967085301285,0.46359367073902347
731,0.1,7,200,0.7,1.0,0.0,0.1,0.17307967085301285,0.46359367073902347
733,0.2,5,200,0.7,0.7,0.1,0.0,0.1566391874392789,0.4636173999375063
733,0.2,5,200,1.0,0.7,0.1,0.0,0.1566391874392789,0.4636173999375063
735,0.25,9,200,0.7,0.7,0.1,0.1,0.09047225418532456,0.4636226302493862
735,0.25,9,200,1.0,0.7,0.1,0.1,0.09047225418532456,0.4636226302493862
737,0.2,5,300,1.0,0.7,0.3,0.1,0.11574145036008597,0.4636232493328339
737,0.2,5,300,0.7,0.7,0.3,0.1,0.11574145036008597,0.4636232493328339
739,0.2,9,300,0.7,1.0,0.0,0.0,0.08686433926715523,0.4636301801951059
739,0.2,9,300,1.0,1.0,0.0,0.0,0.08686433926715523,0.4636301801951059
741,0.25,-1,200,0.7,0.7,0.1,0.0,0.08753898577393991,0.4636494826125846
741,0.25,-1,200,1.0,0.7,0.1,0.0,0.08753898577393991,0.4636494826125846
743,0.05,7,300,1.0,1.0,0.1,0.1,0.1988877932711658,0.463653028021423
743,0.05,7,300,0.7,1.0,0.1,0.1,0.1988877932711658,0.463653028021423
745,0.2,9,300,0.7,1.0,0.1,0.3,0.08558940690499552,0.4637578520037194
745,0.2,9,300,1.0,1.0,0.1,0.3,0.08558940690499552,0.4637578520037194
747,0.2,9,200,1.0,1.0,0.0,0.0,0.09905217177197909,0.46376621199626356
747,0.2,9,200,0.7,1.0,0.0,0.0,0.09905217177197909,0.46376621199626356
749,0.05,-1,200,0.7,1.0,0.3,0.3,0.20288430030167157,0.46377039796992
749,0.05,-1,200,1.0,1.0,0.3,0.3,0.20288430030167157,0.46377039796992
751,0.3,7,300,1.0,1.0,0.3,0.1,0.08484697326366551,0.463772690096248
751,0.3,7,300,0.7,1.0,0.3,0.1,0.08484697326366551,0.463772690096248
753,0.2,5,200,0.7,0.7,0.1,0.3,0.15437184321585254,0.463846093275685
753,0.2,5,200,1.0,0.7,0.1,0.3,0.15437184321585254,0.463846093275685
755,0.25,-1,300,1.0,0.7,0.1,0.0,0.08298963551905962,0.4638811900970983
755,0.25,-1,300,0.7,0.7,0.1,0.0,0.08298963551905962,0.4638811900970983
757,0.05,7,300,1.0,1.0,0.3,0.1,0.1964025926386788,0.4639083158835954
757,0.05,7,300,0.7,1.0,0.3,0.1,0.1964025926386788,0.4639083158835954
759,0.2,9,200,0.7,1.0,0.1,0.3,0.09695316291274743,0.46391562645080975
759,0.2,9,200,1.0,1.0,0.1,0.3,0.09695316291274743,0.46391562645080975
761,0.1,7,200,1.0,0.7,0.0,0.1,0.17630224115182525,0.4639381442360557
761,0.1,7,200,0.7,0.7,0.0,0.1,0.17630224115182525,0.4639381442360557
763,0.3,9,200,1.0,1.0,0.0,0.0,0.08651081882378689,0.4639809908064848
763,0.3,9,200,0.7,1.0,0.0,0.0,0.08651081882378689,0.4639809908064848
765,0.1,5,300,1.0,1.0,0.0,0.0,0.18383774586386767,0.46399990491960974
765,0.1,5,300,0.7,1.0,0.0,0.0,0.18383774586386767,0.46399990491960974
767,0.3,9,300,0.7,1.0,0.0,0.0,0.08237466142867683,0.4640023517268835
767,0.3,9,300,1.0,1.0,0.0,0.0,0.08237466142867683,0.4640023517268835
769,0.2,-1,300,0.7,0.7,0.1,0.1,0.08482437605162715,0.4640359277428404
769,0.2,-1,300,1.0,0.7,0.1,0.1,0.08482437605162715,0.4640359277428404
771,0.2,5,200,1.0,1.0,0.0,0.3,0.15590161180578432,0.464049910089549
771,0.2,5,200,0.7,1.0,0.0,0.3,0.15590161180578432,0.464049910089549
773,0.3,9,300,1.0,1.0,0.0,0.1,0.08232684238515142,0.46409515968152554
773,0.3,9,300,0.7,1.0,0.0,0.1,0.08232684238515142,0.46409515968152554
775,0.25,7,200,1.0,1.0,0.0,0.0,0.0997349387435628,0.4640979228394534
775,0.25,7,200,0.7,1.0,0.0,0.0,0.0997349387435628,0.4640979228394534
777,0.05,9,200,1.0,0.7,0.0,0.0,0.2260269292943468,0.46413756129245365
777,0.05,9,200,0.7,0.7,0.0,0.0,0.2260269292943468,0.46413756129245365
779,0.2,7,200,1.0,1.0,0.0,0.1,0.11285135493779064,0.46415705222638404
779,0.2,7,200,0.7,1.0,0.0,0.1,0.11285135493779064,0.46415705222638404
781,0.25,7,300,1.0,1.0,0.0,0.1,0.08715418035478986,0.4641814242962966
781,0.25,7,300,0.7,1.0,0.0,0.1,0.08715418035478986,0.4641814242962966
783,0.3,7,200,1.0,1.0,0.3,0.1,0.0893917118703946,0.464183800752456
783,0.3,7,200,0.7,1.0,0.3,0.1,0.0893917118703946,0.464183800752456
785,0.05,-1,200,0.7,0.7,0.3,0.3,0.20703030073034798,0.4642129222908589
785,0.05,-1,200,1.0,0.7,0.3,0.3,0.20703030073034798,0.4642129222908589
787,0.25,-1,200,1.0,0.7,0.3,0.0,0.09010448663402279,0.4642282895392775
787,0.25,-1,200,0.7,0.7,0.3,0.0,0.09010448663402279,0.4642282895392775
789,0.25,7,200,1.0,1.0,0.0,0.1,0.1004195249374158,0.4642547940730516
789,0.25,7,200,0.7,1.0,0.0,0.1,0.1004195249374158,0.4642547940730516
791,0.25,-1,300,1.0,0.7,0.3,0.0,0.08528947297778049,0.46428118347963154
791,0.25,-1,300,0.7,0.7,0.3,0.0,0.08528947297778049,0.46428118347963154
793,0.25,9,300,1.0,1.0,0.0,0.0,0.08358457412680828,0.4642902726964834
793,0.25,9,300,0.7,1.0,0.0,0.0,0.08358457412680828,0.4642902726964834
795,0.25,7,300,0.7,0.7,0.0,0.3,0.08789809010294256,0.46431979411481145
795,0.25,7,300,1.0,0.7,0.0,0.3,0.08789809010294256,0.46431979411481145
797,0.05,9,200,1.0,1.0,0.0,0.0,0.22242629321741605,0.4643893701395349
797,0.05,9,200,0.7,1.0,0.0,0.0,0.22242629321741605,0.4643893701395349
799,0.3,9,200,0.7,1.0,0.0,0.1,0.08636289091266071,0.4644569537663733
799,0.3,9,200,1.0,1.0,0.0,0.1,0.08636289091266071,0.4644569537663733
801,0.25,-1,300,1.0,1.0,0.0,0.0,0.0823037458657872,0.46446244006812376
801,0.25,-1,300,0.7,1.0,0.0,0.0,0.0823037458657872,0.46446244006812376
803,0.1,5,300,0.7,0.7,0.0,0.1,0.1859912300897131,0.4644765165849909
803,0.1,5,300,1.0,0.7,0.0,0.1,0.1859912300897131,0.4644765165849909
805,0.2,-1,200,0.7,0.7,0.1,0.1,0.09349030479112726,0.46452492220772135
805,0.2,-1,200,1.0,0.7,0.1,0.1,0.09349030479112726,0.46452492220772135
807,0.25,-1,200,0.7,1.0,0.0,0.0,0.0861717490366541,0.4645344031938779
807,0.25,-1,200,1.0,1.0,0.0,0.0,0.0861717490366541,0.4645344031938779
809,0.25,9,200,1.0,0.7,0.3,0.3,0.09184703635554951,0.46459204936370546
809,0.25,9,200,0.7,0.7,0.3,0.3,0.09184703635554951,0.46459204936370546
811,0.3,5,300,1.0,1.0,0.3,0.3,0.09209143942961988,0.46463866733396175
811,0.3,5,300,0.7,1.0,0.3,0.3,0.09209143942961988,0.46463866733396175
813,0.2,5,200,0.7,1.0,0.3,0.3,0.14629825811910385,0.4646912915127017
813,0.2,5,200,1.0,1.0,0.3,0.3,0.14629825811910385,0.4646912915127017
815,0.25,9,300,1.0,0.7,0.3,0.3,0.08556191269375155,0.4646934488793308
815,0.25,9,300,0.7,0.7,0.3,0.3,0.08556191269375155,0.4646934488793308
817,0.25,9,200,0.7,1.0,0.0,0.0,0.09091965320314939,0.46469678916875773
817,0.25,9,200,1.0,1.0,0.0,0.0,0.09091965320314939,0.46469678916875773
819,0.25,5,300,1.0,1.0,0.3,0.1,0.09923687300651794,0.46469786417397135
819,0.25,5,300,0.7,1.0,0.3,0.1,0.09923687300651794,0.46469786417397135
821,0.3,7,200,1.0,0.7,0.0,0.1,0.09415877862392388,0.4647717978506668
821,0.3,7,200,0.7,0.7,0.0,0.1,0.09415877862392388,0.4647717978506668
823,0.25,9,300,1.0,0.7,0.0,0.1,0.08401610350558476,0.46477869628341545
823,0.25,9,300,0.7,0.7,0.0,0.1,0.08401610350558476,0.46477869628341545
825,0.2,7,200,1.0,0.7,0.3,0.0,0.10811577449816259,0.4647836855738634
825,0.2,7,200,0.7,0.7,0.3,0.0,0.10811577449816259,0.4647836855738634
827,0.2,5,200,0.7,1.0,0.0,0.1,0.1534214721232113,0.464803785990502
827,0.2,5,200,1.0,1.0,0.0,0.1,0.1534214721232113,0.464803785990502
829,0.25,9,200,0.7,0.7,0.0,0.1,0.09209071774340635,0.4648073039811477
829,0.25,9,200,1.0,0.7,0.0,0.1,0.09209071774340635,0.4648073039811477
831,0.3,5,300,1.0,0.7,0.3,0.1,0.09404564364116712,0.4648233736813796
831,0.3,5,300,0.7,0.7,0.3,0.1,0.09404564364116712,0.4648233736813796
833,0.2,5,200,1.0,0.7,0.0,0.3,0.16111368573552934,0.4648871207723176
833,0.2,5,200,0.7,0.7,0.0,0.3,0.16111368573552934,0.4648871207723176
835,0.2,5,200,0.7,0.7,0.3,0.0,0.1498087918334878,0.46490949459939296
835,0.2,5,200,1.0,0.7,0.3,0.0,0.1498087918334878,0.46490949459939296
837,0.25,7,300,1.0,1.0,0.3,0.0,0.08589889817724403,0.4649131083389661
837,0.25,7,300,0.7,1.0,0.3,0.0,0.08589889817724403,0.4649131083389661
839,0.25,9,200,0.7,0.7,0.0,0.0,0.09182545482577022,0.46495127171058825
839,0.25,9,200,1.0,0.7,0.0,0.0,0.09182545482577022,0.46495127171058825
841,0.3,-1,200,0.7,1.0,0.1,0.1,0.08427749989882083,0.4649706190239728
841,0.3,-1,200,1.0,1.0,0.1,0.1,0.08427749989882083,0.4649706190239728
843,0.2,-1,200,0.7,0.7,0.0,0.3,0.09270239792066384,0.4649773609231181
843,0.2,-1,200,1.0,0.7,0.0,0.3,0.09270239792066384,0.4649773609231181
845,0.2,-1,200,1.0,1.0,0.0,0.0,0.09118615913571258,0.4649850588600982
845,0.2,-1,200,0.7,1.0,0.0,0.0,0.09118615913571258,0.4649850588600982
847,0.3,-1,300,1.0,1.0,0.1,0.1,0.08213262984739916,0.4650014795020265
847,0.3,-1,300,0.7,1.0,0.1,0.1,0.08213262984739916,0.4650014795020265
849,0.1,5,200,1.0,0.7,0.1,0.0,0.22558441684352354,0.4650049370301993
849,0.1,5,200,0.7,0.7,0.1,0.0,0.22558441684352354,0.4650049370301993
851,0.2,-1,300,1.0,1.0,0.0,0.0,0.08374692741684896,0.4650088397635518
851,0.2,-1,300,0.7,1.0,0.0,0.0,0.08374692741684896,0.4650088397635518
853,0.25,7,200,0.7,0.7,0.0,0.3,0.10224304994117747,0.46504875994032635
853,0.25,7,200,1.0,0.7,0.0,0.3,0.10224304994117747,0.46504875994032635
855,0.05,-1,200,1.0,1.0,0.1,0.1,0.2012454095032502,0.4650827945308647
855,0.05,-1,200,0.7,1.0,0.1,0.1,0.2012454095032502,0.4650827945308647
857,0.05,9,200,0.7,0.7,0.3,0.1,0.2261809167104825,0.4651188731032692
857,0.05,9,200,1.0,0.7,0.3,0.1,0.2261809167104825,0.4651188731032692
859,0.3,5,200,1.0,1.0,0.3,0.3,0.1119180591263042,0.46512102015106915
859,0.3,5,200,0.7,1.0,0.3,0.3,0.1119180591263042,0.46512102015106915
861,0.3,9,300,1.0,0.7,0.0,0.0,0.08253574109387571,0.465131311689603
861,0.3,9,300,0.7,0.7,0.0,0.0,0.08253574109387571,0.465131311689603
863,0.25,5,300,0.7,1.0,0.3,0.3,0.09832062121217046,0.4651407069810973
863,0.25,5,300,1.0,1.0,0.3,0.3,0.09832062121217046,0.4651407069810973
865,0.25,9,200,0.7,0.7,0.0,0.3,0.09232802623527729,0.4651541284797496
865,0.25,9,200,1.0,0.7,0.0,0.3,0.09232802623527729,0.4651541284797496
867,0.25,5,200,1.0,0.7,0.0,0.1,0.138877245779922,0.4651659985324673
867,0.25,5,200,0.7,0.7,0.0,0.1,0.138877245779922,0.4651659985324673
869,0.25,9,300,0.7,0.7,0.0,0.0,0.08394325297622096,0.46518081185862564
869,0.25,9,300,1.0,0.7,0.0,0.0,0.08394325297622096,0.46518081185862564
871,0.2,-1,300,0.7,0.7,0.0,0.3,0.08433004513427422,0.46518355208819595
871,0.2,-1,300,1.0,0.7,0.0,0.3,0.08433004513427422,0.46518355208819595
873,0.25,5,300,0.7,1.0,0.3,0.0,0.09869860697594088,0.4651862588430383
873,0.25,5,300,1.0,1.0,0.3,0.0,0.09869860697594088,0.4651862588430383
875,0.05,7,300,0.7,1.0,0.0,0.3,0.20195930360631237,0.4651883953795843
875,0.05,7,300,1.0,1.0,0.0,0.3,0.20195930360631237,0.4651883953795843
877,0.25,5,200,1.0,1.0,0.3,0.1,0.12527545719507072,0.465193727297591
877,0.25,5,200,0.7,1.0,0.3,0.1,0.12527545719507072,0.465193727297591
879,0.2,5,200,0.7,0.7,0.3,0.1,0.15142323929852455,0.46520421405208673
879,0.2,5,200,1.0,0.7,0.3,0.1,0.15142323929852455,0.46520421405208673
881,0.25,9,300,0.7,1.0,0.1,0.3,0.08324434140674156,0.4652185443509063
881,0.25,9,300,1.0,1.0,0.1,0.3,0.08324434140674156,0.4652185443509063
883,0.05,9,200,0.7,1.0,0.3,0.3,0.22024014175001458,0.46524989846793335
883,0.05,9,200,1.0,1.0,0.3,0.3,0.22024014175001458,0.46524989846793335
885,0.3,9,200,1.0,0.7,0.0,0.0,0.08720143894319901,0.4652819601275093
885,0.3,9,200,0.7,0.7,0.0,0.0,0.08720143894319901,0.4652819601275093
887,0.3,7,200,0.7,1.0,0.0,0.0,0.09230169356610161,0.4653621884475984
887,0.3,7,200,1.0,1.0,0.0,0.0,0.09230169356610161,0.4653621884475984
889,0.3,7,200,0.7,1.0,0.0,0.1,0.09261802447856068,0.46536446133554904
889,0.3,7,200,1.0,1.0,0.0,0.1,0.09261802447856068,0.46536446133554904
891,0.25,9,300,0.7,0.7,0.0,0.3,0.08405976768398438,0.4653735784569318
891,0.25,9,300,1.0,0.7,0.0,0.3,0.08405976768398438,0.4653735784569318
893,0.3,7,300,0.7,0.7,0.0,0.1,0.08461290120985321,0.465375039616249
893,0.3,7,300,1.0,0.7,0.0,0.1,0.08461290120985321,0.465375039616249
895,0.25,7,200,1.0,1.0,0.3,0.0,0.09442973374879797,0.4654161731657511
895,0.25,7,200,0.7,1.0,0.3,0.0,0.09442973374879797,0.4654161731657511
897,0.25,5,300,0.7,0.7,0.3,0.1,0.10098370105449371,0.46545279663294853
897,0.25,5,300,1.0,0.7,0.3,0.1,0.10098370105449371,0.46545279663294853
899,0.25,9,200,0.7,1.0,0.1,0.3,0.08945570080172044,0.46545749641543305
899,0.25,9,200,1.0,1.0,0.1,0.3,0.08945570080172044,0.46545749641543305
901,0.25,-1,300,1.0,1.0,0.1,0.3,0.08273348144109413,0.4654841842008019
901,0.25,-1,300,0.7,1.0,0.1,0.3,0.08273348144109413,0.4654841842008019
903,0.25,-1,200,0.7,1.0,0.1,0.3,0.08674192308017332,0.46551892865123873
903,0.25,-1,200,1.0,1.0,0.1,0.3,0.08674192308017332,0.46551892865123873
905,0.3,-1,300,1.0,1.0,0.3,0.0,0.08479067324653612,0.46553619877894814
905,0.3,-1,300,0.7,1.0,0.3,0.0,0.08479067324653612,0.46553619877894814
907,0.05,9,200,1.0,0.7,0.3,0.3,0.22367240212605516,0.46560509588656523
907,0.05,9,200,0.7,0.7,0.3,0.3,0.22367240212605516,0.46560509588656523
909,0.05,9,200,1.0,1.0,0.1,0.3,0.221292854327212,0.4656180901884334
909,0.05,9,200,0.7,1.0,0.1,0.3,0.221292854327212,0.4656180901884334
911,0.25,-1,200,1.0,1.0,0.3,0.1,0.08879441355737265,0.46563690302890787
911,0.25,-1,200,0.7,1.0,0.3,0.1,0.08879441355737265,0.46563690302890787
913,0.05,7,300,0.7,1.0,0.0,0.1,0.20072517090201006,0.46564009837952663
913,0.05,7,300,1.0,1.0,0.0,0.1,0.20072517090201006,0.46564009837952663
915,0.25,5,300,0.7,1.0,0.0,0.0,0.10537771928579781,0.4656657395194681
915,0.25,5,300,1.0,1.0,0.0,0.0,0.10537771928579781,0.4656657395194681
917,0.3,7,300,1.0,1.0,0.0,0.1,0.08416649731722115,0.4656708100633005
917,0.3,7,300,0.7,1.0,0.0,0.1,0.08416649731722115,0.4656708100633005
919,0.1,5,200,0.7,0.7,0.3,0.1,0.22421018268494602,0.4656786516213348
919,0.1,5,200,1.0,0.7,0.3,0.1,0.22421018268494602,0.4656786516213348
921,0.25,-1,200,1.0,0.7,0.1,0.1,0.08731797608482753,0.46567990232612066
921,0.25,-1,200,0.7,0.7,0.1,0.1,0.08731797608482753,0.46567990232612066
923,0.25,-1,300,0.7,1.0,0.3,0.1,0.08487639120034442,0.4656822753097827
923,0.25,-1,300,1.0,1.0,0.3,0.1,0.08487639120034442,0.4656822753097827
925,0.25,-1,200,0.7,1.0,0.0,0.3,0.08612018779096217,0.46569641214415847
925,0.25,-1,200,1.0,1.0,0.0,0.3,0.08612018779096217,0.46569641214415847
