Model,Error_Type,Train_set,Test_set,R²,RMSE,MAE
Direct Mix XGBoost,Train,mix,mix,0.915121534409121,0.41612213172954304,0.24654940326910582
Direct Mix XGBoost,Test,mix,dft,0.8200170881613105,0.6197872456541588,0.4004666470523648
Direct Mix XGBoost,Test,mix,exp,0.40653450155941007,0.9332358486148234,0.7306490975215323
Direct Mix XGBoost,Test,mix,mix,0.7163877627642163,0.7363248925929123,0.5138561518599322
