rank_test_score,param_gbr__n_estimators,param_gbr__max_depth,param_gbr__learning_rate,param_gbr__max_features,param_gbr__subsample,train_rmse,test_rmse
380,200,3,0.1,1,0.75,0.9063359312319724,0.9259635683417378
381,200,4,0.05,1,1.0,0.9048332732256179,0.9262974118120615
382,100,4,0.1,1,0.5,0.9050110668922652,0.9268281847643053
383,100,4,0.1,1,1.0,0.9070923766755735,0.9292394527603595
384,100,4,0.1,1,0.75,0.9068957825335943,0.9295583217161278
385,200,5,0.01,sqrt,0.75,0.9188617481225768,0.9356364839242799
386,200,5,0.01,sqrt,0.5,0.919863580092827,0.9369344919193661
387,500,3,0.01,sqrt,0.75,0.9266429683684098,0.937654722350133
388,100,3,0.05,sqrt,0.75,0.9274597727412697,0.9384425706085531
389,500,3,0.01,sqrt,0.5,0.9273461408404068,0.9386023566192684
390,500,3,0.01,sqrt,1.0,0.9278246809187974,0.9389790095220479
391,100,3,0.05,sqrt,0.5,0.9289898006997778,0.9403497094653169
392,100,3,0.05,sqrt,1.0,0.9299516321340597,0.9405610705158265
393,500,5,0.01,1,0.5,0.9263786635559288,0.9453090698311216
394,500,5,0.01,1,0.75,0.92661035709556,0.9461463730710321
395,100,5,0.05,1,1.0,0.9272630243925054,0.9476134119406604
396,500,3,0.01,log2,1.0,0.9372861987690705,0.9479047206807042
397,100,5,0.05,1,0.75,0.9282948059673188,0.9481081909121513
398,500,3,0.01,log2,0.75,0.9376794758874093,0.9481264386686733
399,100,5,0.05,1,0.5,0.9290079140489919,0.9482508936096898
400,500,3,0.01,log2,0.5,0.9378921288597539,0.9485913297133853
401,100,3,0.05,log2,0.75,0.9394290738871965,0.949786135750893
402,100,3,0.05,log2,1.0,0.9399657703401386,0.9507028538067018
403,100,3,0.05,log2,0.5,0.9400356632442489,0.9513854429644725
404,200,4,0.01,0.5,1.0,0.939533094444742,0.9523611581075242
405,200,4,0.01,0.5,0.5,0.9396935590568286,0.9524365458552838
406,200,4,0.01,0.5,0.75,0.940052663787977,0.9528128498626515
407,200,5,0.01,log2,1.0,0.9367511013328408,0.9528957433875592
408,200,5,0.01,log2,0.75,0.9382901256553863,0.954185740495673
409,200,4,0.01,0.25,0.75,0.9495047412521405,0.9611832857102864
410,200,4,0.01,0.25,0.5,0.9501630385458507,0.9614216888101342
411,200,4,0.01,0.25,1.0,0.9500257062487436,0.9615472882266257
412,100,7,0.01,0.5,1.0,0.9342248154454112,0.9633162218134513
413,100,7,0.01,0.5,0.75,0.9355014118811124,0.9642662768259673
414,100,7,0.01,0.5,0.5,0.9392216930985261,0.967446392075361
415,200,3,0.05,1,1.0,0.9573677177268555,0.9689018203752771
416,100,7,0.01,0.25,1.0,0.9430682364375658,0.9705371443015148
417,100,7,0.01,0.25,0.75,0.9438556400457173,0.9714291263969421
418,100,7,0.01,0.25,0.5,0.9463190757032517,0.97307189639695
419,200,3,0.05,1,0.75,0.9649692779727954,0.976790475237134
420,100,3,0.1,1,1.0,0.9647355267559454,0.9771701510991014
421,200,3,0.05,1,0.5,0.9661422559336409,0.977826282536109
422,100,3,0.1,1,0.75,0.9685522127955176,0.9809036996684348
423,100,3,0.1,1,0.5,0.9697525321531933,0.9822832145501593
424,200,4,0.01,sqrt,0.75,0.9743108707202641,0.9837746371277676
425,200,4,0.01,sqrt,0.5,0.9752224783491245,0.9846936585408391
426,200,4,0.01,sqrt,1.0,0.9756697786027215,0.9848932010857596
427,500,4,0.01,1,0.75,0.9738783910810256,0.986261686151597
428,100,4,0.05,1,0.5,0.9751623960230643,0.9877815475579217
429,100,4,0.05,1,0.75,0.9759738454794735,0.9887645698742994
430,500,4,0.01,1,1.0,0.9771582047481991,0.9896075619541501
431,100,7,0.01,sqrt,0.75,0.9680704174768295,0.9921332235701045
432,100,7,0.01,sqrt,1.0,0.969906948740199,0.9937423379909275
433,200,7,0.01,1,1.0,0.9696477857345458,0.9938057312909871
434,100,7,0.01,sqrt,0.5,0.9709621514785475,0.9949613978185216
435,200,7,0.01,1,0.75,0.9714465669432532,0.9950117702531113
436,200,7,0.01,1,0.5,0.9728864865563823,0.9952256641145946
437,200,4,0.01,log2,1.0,0.9896043071195947,0.9983710385594398
438,200,4,0.01,log2,0.5,0.9919865288149299,1.0009018996017571
439,200,3,0.01,0.5,0.5,1.0006665110788235,1.0071011302574586
440,200,3,0.01,0.5,0.75,1.0015353229606159,1.0083716340265827
441,100,7,0.01,log2,0.75,0.9877800282535879,1.0104454100377134
442,100,7,0.01,log2,1.0,0.9895212367978029,1.0120466211107755
443,100,7,0.01,log2,0.5,0.991439964341124,1.013213770487751
444,200,3,0.01,0.25,1.0,1.0102433736153418,1.0162513594053715
445,200,3,0.01,0.25,0.75,1.010747654771151,1.0165842671932623
446,100,5,0.01,0.5,1.0,1.0218015581319824,1.032375468312598
447,100,5,0.01,0.5,0.75,1.0222449924311197,1.0328074234667484
448,100,5,0.01,0.5,0.5,1.0232621349457667,1.0339869984963108
449,500,3,0.01,1,1.0,1.0281100053575896,1.035303283655776
450,200,3,0.01,sqrt,0.5,1.0326283686500164,1.037727079215064
451,500,3,0.01,1,0.5,1.0312460012567506,1.0379153379412183
452,500,3,0.01,1,0.75,1.0310701714914634,1.0379618749816961
453,100,3,0.05,1,0.75,1.0313664798217688,1.0386285554775199
454,200,3,0.01,sqrt,1.0,1.03365323681257,1.0387767207014738
455,100,3,0.05,1,1.0,1.032362086459064,1.0396395179232067
456,100,3,0.05,1,0.5,1.0325300045585286,1.0396559410971118
457,100,5,0.01,0.25,0.75,1.0307400491087548,1.0406100118860933
458,100,5,0.01,0.25,0.5,1.0314889574778374,1.041238411899542
459,100,5,0.01,0.25,1.0,1.0316202894120876,1.041574363045544
460,100,10,0.01,1,1.0,1.002873564792461,1.0429176169894687
461,200,3,0.01,log2,0.5,1.0467075742485046,1.0515346658302442
462,100,5,0.01,sqrt,1.0,1.0552708409266003,1.0637653883863334
463,100,5,0.01,sqrt,0.5,1.055594269625945,1.0642830679337085
464,200,5,0.01,1,1.0,1.0620585933859767,1.0717233394943209
465,100,4,0.01,0.5,0.5,1.0670108312232318,1.0731813189233175
466,100,4,0.01,0.5,1.0,1.0672606398398854,1.0734452816973776
467,100,4,0.01,0.5,0.75,1.0675668654350992,1.0739093014522827
468,100,4,0.01,0.25,0.5,1.0753135159967602,1.08087200996521
469,100,5,0.01,log2,0.75,1.0730445673447093,1.0811248024467466
470,100,5,0.01,log2,1.0,1.072593985334167,1.0811416003450072
471,100,4,0.01,0.25,1.0,1.0768559221051812,1.0826923565844933
472,100,4,0.01,sqrt,0.5,1.0972104938606397,1.1022155998603593
473,100,4,0.01,sqrt,0.75,1.0974395438596838,1.1022503086612934
474,200,4,0.01,1,0.5,1.1109666950402368,1.1165312535242777
475,200,4,0.01,1,1.0,1.1123183260495049,1.1181549359116478
476,100,4,0.01,log2,1.0,1.1139308863438215,1.1186557876544014
477,100,3,0.01,0.5,0.75,1.1153843648326958,1.1189614419621603
478,100,3,0.01,0.5,1.0,1.1157035913102786,1.1191639448221276
479,100,4,0.01,log2,0.75,1.114508423634237,1.1192130222121903
480,100,4,0.01,log2,0.5,1.1149737587342414,1.1196947853236294
481,100,3,0.01,0.25,0.5,1.1231841062451338,1.1261893893785926
482,100,3,0.01,0.25,0.75,1.123765694380851,1.1268501917665017
483,100,7,0.01,1,0.5,1.1152711101540096,1.1271252562922378
484,100,7,0.01,1,0.75,1.1150192204331644,1.1276290325264073
485,100,7,0.01,1,1.0,1.1184197166889336,1.1314309809193122
486,100,3,0.01,sqrt,1.0,1.1434258259079229,1.1460945561740754
487,100,3,0.01,sqrt,0.5,1.1434696468722696,1.1461982443642582
488,100,3,0.01,log2,0.5,1.1570767964013011,1.1596527228475866
489,100,3,0.01,log2,0.75,1.1572174665707033,1.1598165104669513
490,100,3,0.01,log2,1.0,1.157377950931762,1.1598985706264324
491,200,3,0.01,1,1.0,1.1635257617085728,1.1670245143390814
492,200,3,0.01,1,0.5,1.165318372111356,1.1682295255208979
493,100,5,0.01,1,0.5,1.186806614320786,1.1914375188187185
494,100,5,0.01,1,0.75,1.1870293552686746,1.1918648912072596
495,100,4,0.01,1,0.75,1.2240191471742266,1.2273532980901436
496,100,4,0.01,1,0.5,1.224516006663841,1.2278905572838863
497,100,4,0.01,1,1.0,1.2339865139884676,1.2371902779634987
498,100,3,0.01,1,0.75,1.2661760221060605,1.2680735420306606
499,100,3,0.01,1,0.5,1.2668596367470095,1.2686107901135322
500,100,3,0.01,1,1.0,1.273795707469773,1.275595771221285
