rank_test_score,param_gbr__n_estimators,param_gbr__max_depth,param_gbr__learning_rate,param_gbr__max_features,param_gbr__subsample,train_rmse,test_rmse
295,500,7,0.1,sqrt,0.5,0.017331742832577823,0.5854790130793229
296,300,10,0.01,sqrt,0.75,0.15926556041978002,0.5855029700602207
297,300,7,0.05,1.0,1.0,0.049986346509177215,0.5855980140851792
298,200,10,0.1,log2,0.75,0.012830759702934139,0.5856031656138089
299,300,4,0.05,sqrt,0.75,0.3144002129166848,0.5856653873984116
300,300,7,0.1,0.5,0.75,0.018330056317803448,0.5857043338748131
301,300,4,0.1,0.25,1.0,0.1778830693623995,0.5857489461549436
302,500,7,0.1,0.5,0.75,0.013065447624318107,0.5857804321341002
303,500,7,0.01,sqrt,0.5,0.26764542778384137,0.5858919415315741
304,200,7,0.1,0.5,0.75,0.034832183543632746,0.585931422264968
305,200,5,0.05,sqrt,1.0,0.2719176649445611,0.5859673361104967
306,200,7,0.1,log2,0.75,0.05498066248053771,0.5860473229854036
307,300,4,0.05,sqrt,1.0,0.3103012145780873,0.5862314764501103
308,500,5,0.1,log2,0.5,0.08692296253275174,0.5862403333258833
309,500,3,0.05,0.25,1.0,0.32722600345497366,0.5862996574646802
310,500,10,0.1,0.5,0.5,0.012803924499203343,0.5863178693724225
311,200,10,0.1,0.5,0.75,0.01270059748297927,0.5863265764389112
312,300,5,0.05,log2,0.5,0.2565595275809856,0.586335805233989
313,200,4,0.1,sqrt,1.0,0.26686371516590857,0.5863834576451261
314,200,10,0.1,0.25,0.5,0.017159845403114254,0.5863884323207107
315,200,5,0.05,sqrt,0.75,0.27813513867410633,0.586397797107862
316,200,7,0.1,sqrt,0.5,0.07565305961220452,0.5864602744249086
317,500,7,0.1,1.0,0.75,0.013023079445253386,0.58649004190717
318,300,10,0.1,0.5,0.75,0.01243831038030041,0.5864926005942717
319,500,10,0.1,0.25,0.5,0.012770704021946107,0.5865828362866469
320,500,3,0.1,0.5,0.75,0.2000334259982475,0.5866228426496523
321,300,10,0.1,0.25,0.5,0.013424546686342635,0.586660113724942
322,300,10,0.1,0.5,0.5,0.013399336430129952,0.5867551816943024
323,500,10,0.1,0.5,0.75,0.012433620805399836,0.5867638569717258
324,300,7,0.1,1.0,0.75,0.017888081265694362,0.5868043814281455
325,200,7,0.05,1.0,1.0,0.08223201339395404,0.586827107282348
326,300,4,0.05,1.0,0.5,0.2754649951826149,0.5868469634248074
327,200,5,0.1,1.0,1.0,0.1287126786889376,0.5868496329063939
328,300,5,0.05,sqrt,0.5,0.23773986858049245,0.5869773469014019
329,200,10,0.1,0.5,0.5,0.017215637570003706,0.5870934603439691
330,300,4,0.1,0.25,0.5,0.20036828783401317,0.5871129877459604
331,200,7,0.1,1.0,0.75,0.0329284604538471,0.5871535406316144
332,500,7,0.1,log2,0.5,0.01858659272534212,0.5872599097881583
333,200,4,0.05,1.0,0.75,0.3224924549678174,0.5873119328853398
334,300,10,0.1,0.25,0.75,0.012464950633833906,0.5873437438789959
335,500,10,0.1,0.25,0.75,0.012451042348826557,0.5874352182527537
336,300,3,0.1,sqrt,0.75,0.3267251945177844,0.5874729422897591
337,200,10,0.1,0.25,0.75,0.01266194157526149,0.5874783081339503
338,300,4,0.1,log2,0.75,0.2272356779111759,0.5876169933948617
339,300,4,0.1,1.0,0.5,0.17192798138141338,0.5876201974370082
340,200,5,0.1,0.5,0.5,0.16067697981592396,0.5877152495405298
341,200,5,0.05,log2,1.0,0.2910457537021356,0.587825400954369
342,500,10,0.1,1.0,0.75,0.012426057913245947,0.5881574209303488
343,300,7,0.1,log2,0.5,0.04312275529047121,0.5881942193307871
344,200,10,0.1,1.0,0.75,0.012705926817668026,0.5882296622215339
345,300,10,0.1,1.0,0.75,0.012425442203618482,0.5882489147298392
346,500,4,0.1,log2,0.5,0.1680051068448401,0.5883610016699115
347,300,5,0.1,log2,0.5,0.15390537133094362,0.5883911813872333
348,500,3,0.05,1.0,0.5,0.3062068352501622,0.5884417032868915
349,500,3,0.1,0.5,0.5,0.21763246443922657,0.58844929655965
350,500,3,0.05,sqrt,1.0,0.3510401630398137,0.5884674864121309
351,200,4,0.05,0.5,0.75,0.3364437864608749,0.5885285577898681
352,300,3,0.1,0.5,1.0,0.28599682577184055,0.5885697487800503
353,200,7,0.1,log2,0.5,0.08311469188620384,0.5889050362059988
354,200,4,0.1,0.25,1.0,0.24347159930995654,0.5889999017998344
355,200,5,0.05,1.0,1.0,0.2312995761747491,0.5890386542243532
356,300,10,0.01,1.0,0.5,0.20702137079575755,0.589428969952951
357,500,10,0.1,log2,1.0,0.012254261227110378,0.5896328763136215
358,300,10,0.1,log2,1.0,0.012254515510330601,0.5896331631275561
359,200,10,0.1,log2,1.0,0.01228311781915015,0.5896514491512663
360,500,3,0.1,1.0,1.0,0.1923468769539882,0.5897516816163286
361,300,3,0.1,0.25,0.75,0.2979125533166612,0.5898758470982365
362,200,4,0.1,1.0,0.5,0.23723825245143343,0.5899559448304947
363,300,4,0.1,sqrt,0.5,0.22929978190526515,0.5900603608401626
364,500,10,0.1,0.25,1.0,0.012254261366806699,0.5902842493423656
365,300,10,0.1,0.25,1.0,0.012254603645608573,0.5902862853269888
366,200,10,0.1,0.25,1.0,0.012276113563922613,0.5902959734589555
367,500,3,0.05,0.25,0.75,0.32494069930348357,0.5903487543289639
368,200,5,0.1,sqrt,0.5,0.19762259235100454,0.5903868733173214
369,500,3,0.05,log2,0.75,0.37218537118213524,0.5903942185124637
370,300,4,0.05,log2,1.0,0.3318343419429777,0.5904852323124463
371,300,10,0.01,0.5,1.0,0.10212641584954583,0.5906533153024238
372,500,7,0.01,1.0,1.0,0.14438234598621638,0.5906820580723969
373,500,3,0.1,sqrt,0.5,0.26550652745777104,0.5907534769833482
374,300,10,0.01,log2,0.75,0.17304335158032538,0.5907544496512552
375,200,4,0.1,sqrt,0.75,0.2733709461238939,0.5907653832175827
376,300,10,0.01,sqrt,0.5,0.2291338400222194,0.5908125414623389
377,500,3,0.05,sqrt,0.75,0.3527867880492678,0.5908532673999741
378,500,3,0.05,0.5,0.5,0.3208350969014232,0.5911528566077296
379,500,3,0.1,1.0,0.5,0.20113124003207442,0.5911778475069142
380,200,10,0.1,log2,0.5,0.0193517453659863,0.5913737831320308
381,300,7,0.01,1.0,0.75,0.2553517971286844,0.591387842767911
382,500,10,0.1,log2,0.5,0.012648879146422456,0.5914396068469924
383,300,7,0.01,0.25,1.0,0.25242345883926776,0.5914777037391122
384,500,3,0.1,1.0,0.75,0.18572046088064803,0.5915426042933682
385,300,10,0.01,0.25,0.5,0.21542707512658707,0.5916367651866119
386,500,5,0.01,1.0,0.75,0.3286503758569935,0.5916375263261604
387,300,4,0.05,0.25,0.5,0.3040620919576888,0.5916415821126237
388,500,7,0.01,log2,0.5,0.2839898702181292,0.5916647977576958
389,300,10,0.1,log2,0.5,0.013371362379968721,0.5916918948193718
390,500,3,0.1,log2,0.75,0.2708792593642598,0.5917106087863252
391,200,5,0.05,log2,0.75,0.3019177396051331,0.5917615405173918
392,300,7,0.01,0.5,1.0,0.2368276381938826,0.5919437263906117
393,500,3,0.05,0.5,1.0,0.31385448383376197,0.5921111174687882
394,300,3,0.1,sqrt,1.0,0.32639177592782953,0.5921192858428959
395,300,7,0.01,0.5,0.75,0.266124788715602,0.5922166218233396
396,200,4,0.1,0.25,0.5,0.2646443350472964,0.5924173482749507
397,500,3,0.1,0.25,0.5,0.23453349556721162,0.5929759508684469
398,200,4,0.05,0.25,0.75,0.3516932889105918,0.5930050115633716
399,200,5,0.1,log2,0.5,0.217122042701891,0.5931261692449235
400,300,3,0.1,log2,1.0,0.34585271967095815,0.5931716285420136
401,500,5,0.01,0.5,0.75,0.3413417820340613,0.5932801751942415
402,300,3,0.1,0.5,0.75,0.281902492127124,0.5933743518295924
403,500,4,0.05,log2,0.5,0.2698641504947397,0.593552987933551
404,300,4,0.1,log2,0.5,0.24581845771131505,0.5942292630598089
405,300,3,0.1,1.0,1.0,0.2731882369925628,0.5942805684593955
406,500,3,0.05,0.25,0.5,0.3367962120499941,0.594287650224091
407,300,4,0.05,sqrt,0.5,0.33507326606760474,0.594388415186192
408,200,5,0.05,log2,0.5,0.324127696467841,0.5944134612810774
409,300,3,0.1,0.5,0.5,0.2999045251642226,0.594478877257892
410,300,4,0.05,log2,0.75,0.33555886206791674,0.5946061141073022
411,300,10,0.01,log2,0.5,0.24113570158297515,0.5947395089457626
412,500,10,0.1,0.5,1.0,0.012254261895905323,0.5947539909343079
413,300,10,0.1,0.5,1.0,0.012255014475980059,0.5947544329152318
414,200,10,0.1,0.5,1.0,0.012282125737419384,0.5947674507035731
415,200,4,0.05,0.5,0.5,0.3561286404818037,0.5949047378126302
416,200,4,0.1,sqrt,0.5,0.29522941558382393,0.5949082228660378
417,200,4,0.1,log2,0.75,0.2920255765594602,0.5949094820266316
418,200,4,0.05,1.0,1.0,0.3318031450521185,0.5950746007608423
419,300,7,0.01,0.25,0.75,0.2819961073701223,0.5952389712274812
420,500,3,0.05,1.0,1.0,0.30906179976277753,0.5954940599072515
421,500,3,0.05,sqrt,0.5,0.36470452561369004,0.5955710803936192
422,200,4,0.05,0.5,1.0,0.34030354495238124,0.5956158249496146
423,300,3,0.1,1.0,0.5,0.28324923525826157,0.5960269209677982
424,500,5,0.01,1.0,0.5,0.3559183708790837,0.5967026564443441
425,200,3,0.1,0.25,1.0,0.36495684991008537,0.5967370723848145
426,500,3,0.05,log2,1.0,0.36969728757841497,0.5967523725697981
427,200,4,0.05,1.0,0.5,0.3428131643569466,0.596955297195925
428,500,10,0.1,sqrt,0.5,0.012817495789361191,0.597163414963426
429,300,10,0.1,sqrt,0.5,0.013340522234064884,0.597399472253968
430,200,10,0.1,sqrt,0.5,0.018728410752150162,0.5975927739598499
431,200,5,0.05,sqrt,0.5,0.3053469305893352,0.5976092129423873
432,300,3,0.1,1.0,0.75,0.2700009817130215,0.5979036517077231
433,300,7,0.01,0.5,0.5,0.31895059129208225,0.5979414650035797
434,500,5,0.01,0.25,1.0,0.34706135632236423,0.5981223635732275
435,500,5,0.01,0.25,0.75,0.3564491756590291,0.5982772048209408
436,200,4,0.05,0.25,1.0,0.3525240288760066,0.5983594953528492
437,500,5,0.01,0.5,1.0,0.33175740244659113,0.5984155186684554
438,300,3,0.1,0.25,0.5,0.3151511778079075,0.5984588020548898
439,200,3,0.1,0.5,1.0,0.3495679646972475,0.5988472611478851
440,200,3,0.1,0.25,0.75,0.3618564062725613,0.5993868656173559
441,300,3,0.05,1.0,0.75,0.37721406743582875,0.5994783676753759
442,200,3,0.1,sqrt,0.75,0.38871237990887225,0.5996874559511567
443,300,3,0.05,0.5,0.75,0.38726529162091994,0.6001393758130164
444,300,7,0.01,1.0,0.5,0.30987360466768593,0.6003593165341102
445,300,7,0.01,sqrt,0.75,0.31319812306549183,0.6004597792577498
446,200,4,0.05,sqrt,0.75,0.3797060357732891,0.6006950672341324
447,500,5,0.01,0.5,0.5,0.3687099107424892,0.6010024093647192
448,300,7,0.01,sqrt,1.0,0.2872393862696987,0.6010346733561138
449,200,3,0.1,0.5,0.5,0.36523643384515864,0.6010651359496056
450,500,5,0.01,0.25,0.5,0.38374010135238096,0.601128941513657
451,200,4,0.05,sqrt,1.0,0.3757086326196635,0.6016827755194022
452,300,7,0.01,0.25,0.5,0.3312700523645451,0.6019746942882321
453,500,3,0.1,log2,0.5,0.2852959304643086,0.6021086957652143
454,300,3,0.05,1.0,0.5,0.3860487194315477,0.6023121102496525
455,300,10,0.1,1.0,0.5,0.013176928054433396,0.6023376264413075
456,200,3,0.1,1.0,1.0,0.3395462228745044,0.6023755897512015
457,200,10,0.1,1.0,0.5,0.016993192371528354,0.6023828403315372
458,500,10,0.1,1.0,0.5,0.012809153376828007,0.6023842048521363
459,200,4,0.1,log2,0.5,0.31212172563571877,0.6025186976747038
460,200,4,0.05,0.25,0.5,0.3682279012734415,0.6027132049644657
461,300,3,0.05,0.25,1.0,0.4047516879615576,0.6031121164693708
462,200,3,0.1,0.5,0.75,0.34802105835558494,0.6031841401739315
463,200,3,0.1,sqrt,1.0,0.3880309541462032,0.6033256231317516
464,300,3,0.1,log2,0.75,0.34949644936137503,0.6038808215755511
465,200,3,0.1,1.0,0.5,0.3483458263826448,0.6040345590824893
466,300,3,0.1,sqrt,0.5,0.3436633342870533,0.6042929571472765
467,300,3,0.05,0.5,0.5,0.39995419002037697,0.6047243899192065
468,500,5,0.01,sqrt,1.0,0.37686455346133585,0.6048068553802131
469,200,10,0.01,0.25,1.0,0.22116777836997928,0.6053186117896572
470,300,7,0.01,1.0,1.0,0.2287652576787891,0.6060324626320571
471,200,3,0.1,1.0,0.75,0.3354564188400852,0.6061033645433398
472,300,7,0.01,log2,1.0,0.3128883172763431,0.6061680618971773
473,300,3,0.05,0.25,0.75,0.4037329667194379,0.6066453898070031
474,200,4,0.05,log2,1.0,0.39542404295252925,0.6066600554805637
475,500,3,0.05,log2,0.5,0.3823372202368176,0.6074182379520474
476,200,10,0.01,0.5,0.75,0.24991175779498404,0.6074431410003264
477,300,4,0.05,log2,0.5,0.3541444952796732,0.6076855949671093
478,300,3,0.05,0.5,1.0,0.39401663823860616,0.6078411065411883
479,500,5,0.01,sqrt,0.75,0.38833588596736374,0.6081262208244411
480,200,4,0.05,sqrt,0.5,0.39847875041357994,0.6082120812528587
481,500,5,0.01,1.0,1.0,0.3259960114607952,0.6082731922640465
482,300,3,0.05,sqrt,1.0,0.4260696737908722,0.608477499832574
483,200,3,0.1,log2,1.0,0.4081443732116132,0.6087446522178587
484,200,10,0.01,1.0,0.75,0.24528026534337538,0.6089793463054609
485,300,3,0.05,1.0,1.0,0.38756937926365365,0.6091060692308489
486,300,3,0.05,0.25,0.5,0.41452826638126494,0.6091716687963613
487,300,3,0.1,log2,0.5,0.36287585338476874,0.6095950889548407
488,200,10,0.01,sqrt,1.0,0.2380897764565308,0.609833933000988
489,200,3,0.1,0.25,0.5,0.37867648138906346,0.6106042299695289
490,300,7,0.01,log2,0.75,0.3375646848894026,0.6113801849711755
491,500,5,0.01,log2,1.0,0.39817643859328,0.611854463199632
492,300,3,0.05,sqrt,0.75,0.42862151417224936,0.6120331824432037
493,200,3,0.1,sqrt,0.5,0.4036496456616367,0.6120571110416538
494,200,4,0.05,log2,0.75,0.40076879091920253,0.6124999143743556
495,300,3,0.05,log2,0.75,0.44739326302818466,0.61257488746441
496,200,10,0.01,0.25,0.75,0.25751332279341366,0.6125798233245684
497,200,10,0.01,0.5,1.0,0.2131247495895788,0.6132414460137103
498,300,7,0.01,sqrt,0.5,0.3586574398386214,0.6136267905320362
499,300,3,0.05,sqrt,0.5,0.4399793014980689,0.6142013145909717
500,200,3,0.05,1.0,0.75,0.4378221778537617,0.6143637916512457
501,200,10,0.01,log2,1.0,0.25414316091287265,0.6148657997756517
502,200,10,0.01,0.5,0.5,0.31980285407665116,0.6152631303286799
