rank_test_score,param_et__n_estimators,param_et__max_depth,param_et__min_samples_split,param_et__min_samples_leaf,param_et__max_features,train_rmse,test_rmse
181,500,10,2,3,0.5,0.3125841577951754,0.5088558827392375
184,300,,5,3,sqrt,0.3001174027826571,0.5094050039133287
184,300,,2,3,sqrt,0.3001174027826571,0.5094050039133287
184,300,,4,3,sqrt,0.3001174027826571,0.5094050039133287
187,300,10,8,2,0.5,0.312562786146236,0.509811632843777
188,500,10,2,1,0.25,0.29733061890166607,0.5100398031406643
189,500,10,8,2,0.5,0.3120403420434443,0.5104815951055569
190,200,10,8,2,0.5,0.3118859221968081,0.5106782418099006
191,200,10,2,1,0.25,0.29724941501588253,0.5107033262846165
192,300,10,2,1,0.25,0.29753784686478074,0.5110078986774372
193,300,10,4,1,0.25,0.3061848099570624,0.5117490283786778
194,200,10,4,1,0.25,0.3057255598696514,0.5117520889280115
195,500,10,4,1,0.25,0.3053843556007278,0.5120370632151168
196,500,10,8,3,0.5,0.32368123881138217,0.5120653627816468
197,200,,8,2,log2,0.30555479772739913,0.512646748207526
198,300,,8,2,log2,0.30568432922986694,0.512652522673426
199,500,,8,2,log2,0.3054969782215013,0.5132169223243341
200,300,10,8,3,0.5,0.32417425396985633,0.5132659921402165
201,500,,8,3,sqrt,0.3177348141425143,0.5133020948397151
202,500,10,5,1,0.25,0.3123009968379599,0.5139955512837034
203,200,10,5,1,0.25,0.3122382223421576,0.5141881118705494
204,300,,8,3,sqrt,0.31807907083342546,0.5143810580316174
205,300,10,5,1,0.25,0.31239739525899807,0.5144652768237293
206,200,10,8,3,0.5,0.3246624821840288,0.514541208502642
207,200,,8,3,sqrt,0.3182688558784562,0.5146232118989565
208,500,,5,1,1,0.26136848212295516,0.5146600691649285
209,300,,5,1,1,0.2620406119498326,0.5148288685078941
210,300,10,4,2,0.25,0.3209677211952697,0.5149984613431479
210,300,10,2,2,0.25,0.3209677211952696,0.5149984613431479
212,200,10,4,2,0.25,0.32086607525757455,0.5151808448684578
212,200,10,2,2,0.25,0.3208660752575746,0.5151808448684578
214,200,,5,1,1,0.2619280467510996,0.5158669021660046
215,500,10,2,2,0.25,0.32086311096026315,0.5159022734414969
215,500,10,4,2,0.25,0.32086311096026315,0.5159022734414969
217,500,10,4,4,0.5,0.33849551322124255,0.5162433208171812
217,500,10,5,4,0.5,0.33849551322124255,0.5162433208171812
217,500,10,8,4,0.5,0.33849551322124255,0.5162433208171812
217,500,10,2,4,0.5,0.33849551322124255,0.5162433208171812
222,300,10,8,4,0.5,0.33879418127726596,0.5162444192588972
222,300,10,2,4,0.5,0.33879418127726596,0.5162444192588972
221,300,10,4,4,0.5,0.33879418127726596,0.5162444192588972
222,300,10,5,4,0.5,0.3387941812772659,0.5162444192588972
225,200,10,8,4,0.5,0.33924049174021587,0.5165829507854351
227,200,10,5,4,0.5,0.3392404917402158,0.5165829507854351
227,200,10,4,4,0.5,0.3392404917402158,0.5165829507854351
225,200,10,2,4,0.5,0.33924049174021587,0.5165829507854351
229,300,10,5,2,0.25,0.3257614895821608,0.51786243699976
230,500,10,5,2,0.25,0.32587032009606237,0.5181218912707164
231,200,10,5,2,0.25,0.32515909939502197,0.518530376401138
232,500,10,8,1,0.25,0.3310362812240527,0.519755723187004
233,300,10,8,1,0.25,0.33139592762385517,0.5198339279048623
234,200,10,8,1,0.25,0.33089775090867496,0.5203311043333834
235,200,10,8,2,0.25,0.3433311692956073,0.5218085194348585
236,300,10,8,2,0.25,0.34395575234209086,0.5226683379636125
237,500,10,8,2,0.25,0.34430207473249985,0.5230689184821414
238,200,10,5,3,0.25,0.34732889654085164,0.5232499114083685
238,200,10,4,3,0.25,0.34732889654085164,0.5232499114083685
238,200,10,2,3,0.25,0.3473288965408517,0.5232499114083685
241,300,10,5,3,0.25,0.34740828770990584,0.5235415010408776
241,300,10,4,3,0.25,0.3474082877099058,0.5235415010408776
241,300,10,2,3,0.25,0.3474082877099058,0.5235415010408776
244,300,,5,3,log2,0.3399579380502761,0.5236034530867155
244,300,,4,3,log2,0.3399579380502761,0.5236034530867155
244,300,,2,3,log2,0.3399579380502761,0.5236034530867155
247,500,10,2,3,0.25,0.34762494775497843,0.5236307556403968
247,500,10,5,3,0.25,0.34762494775497843,0.5236307556403968
247,500,10,4,3,0.25,0.34762494775497843,0.5236307556403968
250,200,,4,3,log2,0.34017804302408783,0.5239383742599036
250,200,,5,3,log2,0.34017804302408783,0.5239383742599036
250,200,,2,3,log2,0.34017804302408783,0.5239383742599036
253,500,,2,3,log2,0.33986348652231646,0.5239880320470823
253,500,,4,3,log2,0.33986348652231646,0.5239880320470823
253,500,,5,3,log2,0.33986348652231646,0.5239880320470823
256,500,10,8,3,0.25,0.35754344138316857,0.5263805941944419
257,300,10,8,3,0.25,0.3584075764000711,0.5272064676383852
258,200,10,8,3,0.25,0.35861707743507487,0.5278346666768067
259,300,,8,3,log2,0.3566036076852453,0.5289114812096908
260,200,,8,3,log2,0.357070016463001,0.5293453281426982
261,500,,8,4,sqrt,0.36300062481287454,0.5299363458210236
261,500,,5,4,sqrt,0.36300062481287454,0.5299363458210236
261,500,,4,4,sqrt,0.36300062481287454,0.5299363458210236
261,500,,2,4,sqrt,0.36300062481287454,0.5299363458210236
265,500,,8,3,log2,0.3563033052611954,0.5300364364586312
266,300,,4,4,sqrt,0.3633271665958318,0.5307196229027455
266,300,,2,4,sqrt,0.36332716659583186,0.5307196229027455
266,300,,8,4,sqrt,0.36332716659583186,0.5307196229027455
269,300,,5,4,sqrt,0.36332716659583186,0.5307196229027457
271,200,,5,4,sqrt,0.36363429364938854,0.5316231967572983
271,200,,4,4,sqrt,0.36363429364938854,0.5316231967572983
270,200,,2,4,sqrt,0.36363429364938854,0.5316231967572983
271,200,,8,4,sqrt,0.3636342936493886,0.5316231967572983
274,500,10,8,4,0.25,0.37471466985997576,0.533169172321104
274,500,10,4,4,0.25,0.37471466985997576,0.533169172321104
274,500,10,5,4,0.25,0.3747146698599758,0.533169172321104
277,500,10,2,4,0.25,0.3747146698599758,0.533169172321104
278,300,10,5,4,0.25,0.37488914173510607,0.5332767159517321
278,300,10,4,4,0.25,0.3748891417351061,0.5332767159517321
280,300,10,2,4,0.25,0.3748891417351061,0.5332767159517322
280,300,10,8,4,0.25,0.37488914173510607,0.5332767159517322
282,200,10,5,4,0.25,0.37503237603989675,0.5335961608737537
282,200,10,4,4,0.25,0.37503237603989664,0.5335961608737537
282,200,10,8,4,0.25,0.37503237603989664,0.5335961608737537
282,200,10,2,4,0.25,0.37503237603989664,0.5335961608737537
286,200,10,2,1,sqrt,0.3688535916563794,0.5416762568004414
287,300,10,2,1,sqrt,0.36851932549101785,0.5418483084635051
288,500,10,2,1,sqrt,0.3702025234662148,0.5421561232977131
289,500,10,4,1,sqrt,0.3810932577691313,0.5444132526389573
290,300,10,4,1,sqrt,0.38028345727008717,0.5450439457386026
291,200,,8,1,1,0.36073619857966205,0.5451233043609364
292,200,10,4,1,sqrt,0.3812628206283258,0.545497121625851
293,500,,8,1,1,0.3607993118276682,0.5462594116368789
294,300,,8,1,1,0.36086221916514316,0.5462857844888318
295,300,10,5,1,sqrt,0.38657104658781677,0.5466186177071244
296,300,,8,4,log2,0.403916617291465,0.5470630893281822
296,300,,5,4,log2,0.403916617291465,0.5470630893281822
296,300,,2,4,log2,0.403916617291465,0.5470630893281822
296,300,,4,4,log2,0.403916617291465,0.5470630893281822
300,500,10,5,1,sqrt,0.3874340622941141,0.5471725288555332
301,200,10,5,1,sqrt,0.38801518506493066,0.5471774740885581
302,200,,5,4,log2,0.4038366126677534,0.5473122991440608
302,200,,2,4,log2,0.4038366126677535,0.5473122991440608
302,200,,4,4,log2,0.4038366126677534,0.5473122991440608
302,200,,8,4,log2,0.4038366126677534,0.5473122991440608
306,500,,4,4,log2,0.4043093555560035,0.5487518605474676
306,500,,5,4,log2,0.40430935555600356,0.5487518605474676
308,500,,8,4,log2,0.40430935555600356,0.5487518605474677
308,500,,2,4,log2,0.40430935555600356,0.5487518605474677
310,300,10,4,2,sqrt,0.39983712684553835,0.5527323460890209
311,300,10,2,2,sqrt,0.39983712684553835,0.552732346089021
312,200,10,4,2,sqrt,0.40049208106834533,0.5528486757176057
312,200,10,2,2,sqrt,0.40049208106834533,0.5528486757176057
314,500,10,2,2,sqrt,0.4000671469431096,0.5531088620399977
315,500,10,4,2,sqrt,0.4000671469431096,0.5531088620399978
316,500,10,5,2,sqrt,0.4045211428715174,0.5545591919509042
317,300,10,8,1,sqrt,0.40602325012928214,0.555390569455397
318,300,10,5,2,sqrt,0.40403829613112463,0.5554737544769709
319,500,10,8,1,sqrt,0.40757257188367413,0.5557382831793654
320,200,10,5,2,sqrt,0.40384633819860266,0.5558052208635128
321,200,10,8,1,sqrt,0.40716447479503287,0.5562516581038861
322,200,10,2,1,log2,0.41095459889171404,0.5618345415328673
323,500,10,8,2,sqrt,0.42242330043632337,0.5619148075964605
324,300,10,8,2,sqrt,0.42207026675696374,0.5619540408581809
325,200,10,8,2,sqrt,0.4228891497620765,0.5621444794009465
326,300,10,2,1,log2,0.41102368739987083,0.5622244776524584
327,500,10,2,1,log2,0.41124720712560187,0.5622412803166392
328,500,10,2,3,sqrt,0.42983417826868325,0.5641437540821284
328,500,10,5,3,sqrt,0.4298341782686832,0.5641437540821284
328,500,10,4,3,sqrt,0.42983417826868325,0.5641437540821284
331,300,10,2,3,sqrt,0.4294221933724443,0.5650654045689836
331,300,10,4,3,sqrt,0.4294221933724443,0.5650654045689836
333,300,10,5,3,sqrt,0.4294221933724443,0.5650654045689837
334,200,10,5,3,sqrt,0.42972826919360163,0.5650789931416136
336,200,10,4,3,sqrt,0.4297282691936017,0.5650789931416137
335,200,10,2,3,sqrt,0.42972826919360163,0.5650789931416137
337,200,10,8,3,sqrt,0.4377941191922094,0.5659411879931817
338,300,10,8,3,sqrt,0.43774557240551065,0.5672292404670836
339,500,10,4,1,log2,0.42260050868843585,0.5675476185716274
340,200,10,4,1,log2,0.4222669890435129,0.5676195216787882
341,500,10,8,3,sqrt,0.4379254209275693,0.5678064872876228
342,300,10,5,1,log2,0.4286095445913405,0.5679407395329251
343,300,10,4,1,log2,0.42213594371407404,0.5680626967636282
344,200,10,5,1,log2,0.4287946660118349,0.5696294053930108
345,500,10,5,1,log2,0.4303689178366121,0.5698747548070034
346,300,10,4,4,sqrt,0.4561188217129203,0.5760309998249894
347,300,10,8,4,sqrt,0.4561188217129203,0.5760309998249894
347,300,10,5,4,sqrt,0.4561188217129203,0.5760309998249894
347,300,10,2,4,sqrt,0.4561188217129203,0.5760309998249894
350,200,10,8,4,sqrt,0.45619238807602014,0.5760893982330315
350,200,10,4,4,sqrt,0.4561923880760201,0.5760893982330315
352,200,10,5,4,sqrt,0.45619238807602014,0.5760893982330316
353,200,10,2,4,sqrt,0.4561923880760201,0.5760893982330316
354,500,10,4,4,sqrt,0.4568765067454221,0.5764541095345985
355,500,10,2,4,sqrt,0.4568765067454221,0.5764541095345986
355,500,10,5,4,sqrt,0.4568765067454221,0.5764541095345986
355,500,10,8,4,sqrt,0.4568765067454221,0.5764541095345986
358,200,10,5,2,log2,0.44829584615111406,0.5769708879908447
359,300,10,2,2,log2,0.44230974622113955,0.5772126193044281
360,300,10,4,2,log2,0.4423097462211396,0.5772126193044282
361,200,10,2,2,log2,0.44253446386026946,0.5773906501973785
362,200,10,4,2,log2,0.4425344638602694,0.5773906501973785
363,200,10,8,1,log2,0.4475979421310638,0.5776402553235023
364,300,10,5,2,log2,0.4477462546833504,0.5776659811693442
365,500,10,2,2,log2,0.443544070802041,0.5778326089585871
365,500,10,4,2,log2,0.443544070802041,0.5778326089585871
367,300,10,8,1,log2,0.4478058446037395,0.5780978272054125
368,500,10,5,2,log2,0.4495228521009251,0.5790629697790354
369,500,10,8,1,log2,0.4503418926300988,0.5793125321241404
370,200,10,8,2,log2,0.4632973025005949,0.5852321420995545
371,300,10,8,2,log2,0.46377731976969805,0.5859128317656459
372,500,10,8,2,log2,0.46442135009158375,0.5860402635791676
373,200,10,4,3,log2,0.4760910017822874,0.5904731253550078
373,200,10,5,3,log2,0.4760910017822874,0.5904731253550078
375,200,10,2,3,log2,0.47609100178228747,0.590473125355008
376,300,10,2,3,log2,0.47629761157251277,0.5904790713653746
376,300,10,5,3,log2,0.4762976115725127,0.5904790713653746
378,300,10,4,3,log2,0.4762976115725127,0.5904790713653747
379,500,7,2,1,0.5,0.46925768921088423,0.5908910664245994
380,300,7,2,1,0.5,0.4695252208716342,0.5908924549435641
382,500,10,5,3,log2,0.4766485142713703,0.5910575043267126
381,500,10,2,3,log2,0.47664851427137034,0.5910575043267126
383,500,10,4,3,log2,0.4766485142713703,0.5910575043267127
384,200,7,2,2,0.5,0.47361443891359467,0.5911525198779121
384,200,7,4,2,0.5,0.4736144389135947,0.5911525198779121
387,300,7,2,2,0.5,0.47363040652779015,0.5912629108244036
386,300,7,4,2,0.5,0.47363040652779004,0.5912629108244036
388,200,7,2,1,0.5,0.47027150518690625,0.5913566246563643
389,200,7,4,1,0.5,0.4709980688249079,0.5914588083460025
390,300,7,4,1,0.5,0.4713183199199769,0.5918197979451563
391,300,7,5,1,0.5,0.47273696152348055,0.5919738714503233
392,200,10,8,3,log2,0.4809291562356117,0.5922614471535668
393,200,7,5,1,0.5,0.4732510541619396,0.5924306916332034
394,300,10,8,3,log2,0.4811852524804056,0.5925619270559545
395,500,7,4,2,0.5,0.4739771271851477,0.5925953363201456
395,500,7,2,2,0.5,0.4739771271851477,0.5925953363201456
397,500,7,4,1,0.5,0.47122469415884755,0.5926640468095792
398,200,7,5,2,0.5,0.4753831693597109,0.5928525068236926
399,500,7,5,1,0.5,0.47291001464167676,0.5929748340351817
400,300,7,5,2,0.5,0.4754601146497935,0.5931070223994698
401,500,10,8,3,log2,0.4816302781808423,0.5931324116711765
402,300,7,8,1,0.5,0.47660788708043844,0.5937011640536852
403,500,7,5,2,0.5,0.47587129636255426,0.5939108052872891
404,500,7,8,1,0.5,0.4769552389485759,0.5944090169275333
405,200,7,8,1,0.5,0.47665942756882457,0.5944503362269047
408,300,7,4,3,0.5,0.4816317957775641,0.5945942793718061
406,300,7,5,3,0.5,0.48163179577756415,0.5945942793718061
406,300,7,2,3,0.5,0.48163179577756404,0.5945942793718061
409,300,7,8,2,0.5,0.4804558170669353,0.5946808506995672
410,200,7,8,2,0.5,0.4807697264493501,0.5950379436542653
411,200,7,2,3,0.5,0.48167695137032573,0.5951378996801909
412,200,7,4,3,0.5,0.48167695137032573,0.595137899680191
412,200,7,5,3,0.5,0.48167695137032573,0.595137899680191
414,300,7,8,3,0.5,0.48424680895004185,0.5954113175957811
415,500,7,8,2,0.5,0.48095191268417226,0.5955234545148561
416,500,7,2,3,0.5,0.4818807301717765,0.5957205848657836
416,500,7,4,3,0.5,0.4818807301717765,0.5957205848657836
416,500,7,5,3,0.5,0.4818807301717765,0.5957205848657836
419,200,7,8,3,0.5,0.48454310636263903,0.5957743097039208
420,500,7,8,3,0.5,0.4845485112880913,0.5961446193745985
421,300,7,4,4,0.5,0.4894281795516447,0.596633199337529
421,300,7,2,4,0.5,0.4894281795516447,0.596633199337529
421,300,7,5,4,0.5,0.48942817955164475,0.596633199337529
424,300,7,8,4,0.5,0.48942817955164475,0.5966331993375291
425,500,7,4,4,0.5,0.48900726733345273,0.5967489865352441
425,500,7,5,4,0.5,0.4890072673334527,0.5967489865352441
425,500,7,8,4,0.5,0.48900726733345273,0.5967489865352441
425,500,7,2,4,0.5,0.48900726733345273,0.5967489865352441
429,200,7,5,4,0.5,0.4897103013646212,0.5972800340636798
429,200,7,8,4,0.5,0.4897103013646212,0.5972800340636798
429,200,7,4,4,0.5,0.4897103013646212,0.5972800340636798
429,200,7,2,4,0.5,0.4897103013646212,0.5972800340636798
433,200,10,5,4,log2,0.5024430396557821,0.6022250339607542
433,200,10,8,4,log2,0.5024430396557821,0.6022250339607542
433,200,10,4,4,log2,0.5024430396557821,0.6022250339607542
433,200,10,2,4,log2,0.5024430396557821,0.6022250339607542
437,300,10,2,4,log2,0.5025843963779736,0.6029913580707975
437,300,10,5,4,log2,0.5025843963779736,0.6029913580707975
437,300,10,4,4,log2,0.5025843963779736,0.6029913580707975
