composition,band_gap
In10S14Tl2,0.7642
In10Se14Tl2,0.3627
Cd1Ge1Te4Tl2,0.3694
Cd1Sn1Te4Tl2,0.2423
Cr6S10Tl2,0.5377
H8O16P4Tl2Zn1,4.9597
Ag2O12Tl2V4,2.7588
O16Tl2V6,1.99805
Cu10O26Tl2V6,0.9179
N3O6Tl3,1.6489
As1S3Tl3,1.1915
As1Se3Tl3,0.7685
S3Sb1Tl3,1.5464
Ga9O2S13Tl3,2.238
S4Tl3V1,2.105033333333333
Se4Tl3V1,1.7062
O14Tl3V5,2.1644
F4Tl4,3.133775
F12Tl4,1.2573
O2Tl4,0.5792999999999999
Cl8Tl4,2.2083
Br4O16Tl4,3.00815
I6O18Tl4,1.9344
I12Tl4,1.6451
S4Tl4,0.68194
F4O12S4Tl4,4.5506
Se4Tl4,0.1704833333333333
Se6Tl4,0.7601
C2O6Tl4,2.844333333333333
C2S6Tl4,1.8796
C4O8Tl4,2.8586
C6O8Tl4,2.9164
Au8S6Tl4,1.2382
O8Tl4W2,3.313
Cl20Pb8Tl4,3.4421
C8N8Pt2Tl4,3.4557
O14Pt4Tl4,0.8794
C8N8Pd2Tl4,3.6863
C4H4O8Tl4,3.5142
Au2P2S8Tl4,1.4129
P4Pb4S16Tl4,2.0935
H8O16P4Tl4,3.6089
P20Tl4,1.1671
Mo2O8Tl4,3.311233333333333
Mo6O24Se2Tl4,2.4284
Br12Te2Tl4,2.1619
I12Te2Tl4,1.6284
F20Te4Tl4,4.4606
Te6Tl4,0.56025
O14Te6Tl4,2.792
F16Sb4Tl4,3.6022
O12Sb4Tl4,2.29205
S8Sb4Tl4,1.5929
Sb4Se8Tl4,0.6691
S20Sb12Tl4,1.5802
B4F16Tl4,5.7781
B4S12Tl4,1.6813
B12O20Tl4,4.2217
Bi4P8S28Tl4,2.2209
Ge2S6Tl4,1.7039
Ge2Se6Tl4,1.0871
Ge4I12Tl4,1.8976
As12Hg4S24Tl4,1.237
Hg6S8Tl4,1.6149
Hg6Se8Tl4,1.0614
Hg6Te8Tl4,0.4721
As8Cl12Hg12Tl4,0.8277
Br12Hg12Sb8Tl4,0.6429
S6Sn2Tl4,0.746
F28Sn4Tl4,1.6162
S6Sn4Tl4,0.8417
S10Sn4Tl4,1.1732
P4S16Sn4Tl4,1.8642
Ag4S4Tl4,0.9711
Ag4Se4Tl4,0.653
Ag4Te4Tl4,0.60975
Ag4O12Te4Tl4,2.6724
Ag6O24P6Tl4,1.0328
Ag12S8Tl4,1.1133000000000002
C8N8Ni2Tl4,3.3798
Ni7O24P6Tl4,2.8331
S6Si2Tl4,2.2727
Se6Si2Tl4,1.6051
Cl8Re12S16Tl4,1.81745
As2Cu2O8Tl4,1.7769
Cu4O16P4Tl4,1.1843
As4Cu4O16Tl4,1.1917
Cu20Se12Tl4,0.212
C16Co4O16Tl4,3.111966666666667
C10Fe2N12O2Tl4,2.5394
Br12Fe4Tl4,2.5789
Br16Fe4Tl4,1.8623
Fe4I12Tl4,2.1806
C12Fe4N4O16Tl4,2.622
Cl16Ga4Tl4,4.1545
Ga4I16Tl4,2.5579
Cd4Cl12Tl4,3.2751
Br12Cd4Tl4,2.7516
Cd6Sb6Tl4,0.1301
Cr4O14Tl4,2.3148
Cr4O28P8Tl4,2.7278
I8Tl4Zn2,2.9784
Cl4O16S4Tl4Zn4,4.5692
O16P4Tl4Zn4,3.8841
As4O16Tl4Zn4,3.3402
O7Tl4V2,2.5874
O12Tl4V4,2.9584
O20Te4Tl4V4,2.31025
Cd1Cl1O15Tl4V5,2.1365
C2F2O6Tl6,2.4009
C3N6Tl6,1.8886
H2O18S4Tl6,1.2515
O8P2Tl6,2.62175
As2O8Tl6,2.5566
O6Te1Tl6,1.3546
S8Sb2Tl6,1.45875
B2O6Tl6,1.3693000000000002
B2S6Tl6,1.3962
B2Se6Tl6,1.2363
B6S12Tl6,1.7496
B6Se20Tl6,1.3344
Bi2Cl12Tl6,2.6576
Cl2Hg4O24S6Tl6,2.7432
Ag3I9Tl6,2.6068
C6Cu6H6O24Tl6,1.5766
Cl10Co2Tl6,2.7125
Cl10Fe2Tl6,2.7206
Cd4I14Tl6,1.7785
Ag2Cr8O28Tl6,2.2404
O6Tl8,1.1181
N8O24Tl8,2.8072
Br16Tl8,1.7089
O16S4Tl8,3.7855
S20Tl8,1.6554
O16Se4Tl8,3.27525
C16O16Tl8,3.3593
Au8F48Tl8,1.7843
I12Pb2Tl8,2.2925
O24P8Tl8,3.46
As8S16Tl8,1.26745
S12Te4Tl8,1.3204
O20Te8Tl8,2.2791
B8O16Tl8,2.852
Ge2S8Tl8,1.8987
Ge8S20Tl8,2.0506
Ge8Se20Tl8,1.4272
Br12Hg2Tl8,1.7648
Hg2I12Tl8,1.13515
S24Sn10Tl8,1.0513
Ag8C16N16Tl8,3.3979
S8Si2Tl8,1.9911
Re12S24Tl8,1.2955
Re12Se24Tl8,1.00015
Cu2O12Te2Tl8,1.4112
Cu4I12Tl8,1.8163
As4Cu4O16Tl8,1.5919
Cl24Co8Tl8,2.4949
Ga8S16Tl8,1.77768
Ga8Se16Tl8,1.2716375
In8S16Tl8,1.3805666666666667
Cd2I12Tl8,2.1832000000000003
Cd8O48S12Tl8,4.1314
Cr2I12Tl8,1.3354666666666668
Cr4O16Tl8,2.3828
Cr12O48Tl8,1.716
Br2Se4Tl10,0.3185
I2Se4Tl10,0.6710166666666667
Cl8S2Tl12,1.792
Br8S2Tl12,1.8077
I8S2Tl12,1.7627
I8Se2Tl12,1.6227
Cl20Pb4Tl12,3.2673
Br20Pb4Tl12,2.9981
I20Pb4Tl12,2.5988
P4S16Tl12,2.2328666666666663
P4Se16Tl12,1.3844500000000002
As4S16Tl12,1.4010833333333337
As4Se16Tl12,0.7444
Sb4Se12Tl12,0.9541
Bi4I24Tl12,2.4839
Ge4Te12Tl12,0.66
Ag4I20Tl12,1.2924
Ag4Te8Tl12,0.5854
Ag12S24Sb8Tl12,1.6108
O14Si4Tl12,1.6062
Si4Te12Tl12,1.0686
S12Tl16,0.8848
Pb4Se12Tl16,0.2317
Ge4Se16Tl16,1.0331
S12Sn4Tl16,0.7975
S16Sn4Tl16,1.4743
Se16Si4Tl16,1.4379
S9Tl18,0.7441
Cl4Se8Tl20,0.5371
O20Sb4Tl20,1.4973
As8S24Tl24,1.5443
S32Tl32,0.8016
Te22Tl44,0.6072
Al1N1,3.8690666666666655
Al1P1,1.62864
Al1O4P1,4.419333333333333
Al1As1,1.5010875
Al1As1O4,4.2633
Al1Mo4S8,0.5203
Al1Sb1,1.2271777777777777
Al1Bi1O3,1.52895
Ag1Al1S2,1.8358
Al1H1O10Si4,5.3893
Al1Cu1O2,2.00051
Al1F5Fe1,3.9355
Al1Fe2V1,0.7714
Al1F4Tl1,4.24725
Al1Mo2O8Tl1,3.7824
Al2Cl2O2,2.3991
Al2Cl6,5.2734
Al2N2,3.990841666666666
Al2Cl12I2,2.2643
Al2I6O18,3.3319
Al2Cl14S2,2.6259
Al2Cl14Se2,0.4328
Al2Br14Se2,2.1721
Al2Au2O4,0.9622
Al2O8W2,1.4397
Al2Ru1,0.1027
Al2Os1,0.5131
Al2H2O4,5.7950307692307685
Al2F6H4O4Pb2,4.4897
Al2F18H4O2Pb6,4.6619
Al2H6,2.46135
Al2Cl2H12O8,5.1256
Al2H12I2O8,4.3131
Al2C6Cl4H16N2,5.4131
Al2Cl6H24O12,5.1379
Al2F12H24N6,5.7311
Al2H24N6O30,3.5263
Al2P2,1.9593
Al2O8P2,5.421453846153847
Al2Cl10N2P2,3.827
Al2P2S8,2.5834
Al2H12O24P6,5.4806
Al2As2,1.6609
Al2As6Cl8S10,2.2595
Al2I14Te2,1.868
Al2Te5,0.9747
Al2I12Sb2,2.2566
Al2B2O6,5.8299
Al2Bi2O6,2.96975
Al2Bi2Br12,2.5892
Al2Hg1S4,2.0219
Al2Hg1Se4,1.437225
Al2Hg1Te4,1.1042
Al2C16H48P2Sn4,3.2554
Ag2Al2O4,1.692
Ag2Al2S4,2.3543333333333334
Ag2Al2Se4,1.5701999999999998
Ag2Al2Te4,1.3626
Al2H4O9Si2,3.9580888888888888
Al2Si2Te6,1.233
Al2Cu2O4,2.019333333333333
Al2Cl8Cu2,3.164
Al2Br8Cu2,2.7305
Al2Cu2S4,2.07538
Al2Cu2Se4,1.248790909090909
Al2Cu2Te4,1.2684333333333333
Al2Fe1S4,1.5738
Al2Cd1S4,2.779733333333333
Al2Cd1Se4,2.048575
Al2Cd1Te4,1.6595
Al2S4Zn1,0.2436
Al2Se4Zn1,2.2779
Al2Te4Zn1,1.7089
Al2F8Tl2,4.2407
Al2O4Tl2,2.2126
Al2Se4Tl2,0.5746
Al2F10Tl4,4.076650000000001
Al3O12P3,5.432569767441861
Al3As3O12,3.87173
Al4O6,5.74772077922078
Al4Br12,3.67194
Al4I12,3.2595
Al4Cl24I12,1.7457
Al4Br12N4S4,1.6394
Al4S6,2.4304
Al4Cl16N4S8,2.1093
Al4Cl24N4S8,1.6665
Al4Br12N4Se4,0.2758
Al4Se6,1.7565
Al4C3,1.3203166666666668
Al4O8Pb2,3.955966666666667
Al4Pb2S8,2.6008
Al4Ru2,0.152
Al4Cl16Pd2,2.1621
Al4H4O8,3.9393600000000006
Al4H12,3.1727
Al4H12O12,5.0597
Al4H24O30Se6,4.7701
Al4H48N12O60,3.3973
Al4F24H72N24Ru4,4.3818
Al4I32P4,1.4697
Al4H6O18P6,4.08235
Al4H20O36P8,5.5326
Al4Cl28Te4,3.23335
Al4Br4Cl16Sb8Te8,0.6044
Al4B4O16Pb4,3.0917
Al4Bi4Cl24,3.8303
Al4Bi4Cl16S4,2.8429
Al4Bi4Cl16Se4,2.6018
Al4Bi4Cl16Te4,2.152
Al4Bi8Br4Cl16Te8,0.9444
Al4Ge2H4O12,3.8321
Al4Ge4O14,3.3521
Al4Hg2S8,1.3021
Al4Hg2Se8,0.39095
Ag4Al4O8,1.4671500000000002
Al4Cl16Ni2,2.8777
Al4O10Si2,5.5027
Al4H4O16Si4,0.6314
Al4H8O18Si4,4.6937444444444445
Al4C12H44O4Si4,5.0333
Al4Cl16Cu2,1.26685
Al4Cl16Cu4,3.2655
Al4As4Cu4O20,1.6875
Al4Co2O8,3.9638
Al4Cl16Co2,3.2592
Al4Fe4O20P4,3.3238
Al4Cl16Ga4,4.0132
Al4Cl16In4,4.1065
Al4I16In4,3.0029
Al4Cd2O8,2.8029
Al4Cd2S8,2.5394
Al4Cd2Se8,1.3194
Al4O8Zn2,4.49161463414634
Al4S8Zn2,2.469825
Al4Se8Zn2,1.5792
Al4Cl16V2,3.1533
Al4Mo4O28V4,2.2922
Al4Cl16Tl4,4.649
Al4Br16Tl4,4.1436
Al4I16Tl4,3.4384
Al4O16Si4Tl4,3.5481
Al6F38Pb10,5.1732
Al6H18,3.187933333333333
Al6O24P6,5.4538
Al6O54P18,5.5173
Al6Bi10Cl24,1.81825
Al6H6O20Si4,5.4663
Al6In6S18,2.4267
Al6In6Se18,1.6974
Al6Cd4O12S1,2.7932
Al6Cd4O12Te1,2.6486
Al6O24V6,3.041
Al8O12,5.313325
Al8C2O8,3.816
Al8C2N6O2,0.1643
Al8O48W12,4.387866666666667
Al8H24O24,4.6842
Al8H6O30P6,5.5152
Al8O72P24,5.6199
Al8As8H32O48,3.6554
Al8Mo3,0.09575
Al8Cl28Te8,1.4353
Al8Cl32Te16,1.3444
Al8Bi4O18,2.7982
Al8Bi4S16,2.6265
Al8Bi4Se16,2.2464
Al8F8Ge4O16,3.9823
Al8Cl24O4Sn4,3.9005
Al8O20Si4,5.0068878048780485
Al8O36Pb8Si8,2.7733
Al8B4Co2O20,3.7272
Al8Co12O48Si12,3.836342857142856
Al8Fe8O24,1.7557
Al8Fe12O48Si12,3.3243125
Al8Cd12O48Si12,3.0603
Al8Cl32Cr4,2.4923
Al8S16Tl8,1.9709
Al8Se16Tl8,1.6258
Al8O48P12Tl12,3.449
Al9Fe2H1O24Si4,3.2288
Al10C6N2,1.2302
Al10H2O16,4.2765
Al10B2O18,4.940175
Al12S18,2.945025
Al12O48P12,5.3011
Al12Mo4,0.1125
Al12I4Te12,1.9677
Al14Te20,1.3893
Al14S24Tl6,2.7958
Al16O24,4.8305
Al16Te24,1.8551
F4Nb1,0.7189
H12N3Nb1O8,3.1281
Nb1Ru1Sb1,0.5958
Ag1Nb1O3,1.7706
Cu3Nb1S4,1.897
Cu3Nb1Se4,1.555725
Cu3Nb1Te4,1.0698
F6Fe1Nb1,0.8962666666666667
Fe1Nb1Sb1,0.7499
Cr1F6Nb1,1.3189
Br4Nb1O1Tl1,1.405
Nb1S4Tl3,2.4822
Nb1Se4Tl3,2.1922
Nb2O5,1.86015
Br4Nb2O2,0.9063
Br10Nb2,1.8016
I4Nb2O2,0.9342
I6Nb2O2,0.7583
I10Nb2,1.0812
Cl4Nb2S4,1.75915
Br4Nb2S4,1.6408
Cl4Nb2Se4,1.0697
Br4Nb2Se4,1.10455
C4Cl16N2Nb2,2.514
Cl2Nb2O16Pb4Se4,2.6381
Nb2O10P2,3.4155333333333333
Cl20Nb2P2,2.3217
Cl24N2Nb2P4,2.6205
Cl10Nb2P8S20,1.3927
As2Cl26Nb2P2,2.5502
Cl18Nb2Te2,2.3882
Cl10Nb2O1Te4,1.2459
I12Nb2Te8,0.8758
F20Nb2Sb2,4.7257
B2Nb2O8,2.8001
Bi2Nb2O9Pb1,0.8765
Cu2F2Nb2O6,1.6943
Co2Nb2O8,1.0884
Fe2Nb2O8,1.920866666666667
Ga2Nb2O8,3.6759
Cl9Nb2S4Tl5,1.6961
Br9Nb2S4Tl5,1.8364
Al2Nb2O8,3.6135
Al2Cl16Nb2,2.2815
Br7Nb3S1,0.9191
I7Nb3Te1,0.645
F20Nb4,4.9887
Nb4O10,2.7744
Cl4F32Nb4,3.3888
Cl12Nb4O4,2.7991
Cl20Nb4,2.4762
N4Nb4O4,1.7579333333333331
Br12Nb4O4,2.0312
I4Nb4O8,0.7592
I16Nb4,0.5947
I20Nb4,0.7467
Nb4S12,0.5278
F36Nb4Se4,5.4876
Br12Nb4Se4,1.66265
I4Nb4Se4,0.2040333333333333
I12Nb4Se4,0.8859
Nb4O26Se8,0.1747
Nb4Se18,0.8399666666666666
Nb4Pd6Se16,0.6581
F20H32N8Nb4O8,4.9624
Nb4O20P4,2.49515
Nb4P8S32,1.5109
I22Mo6Nb4O1,0.1939
Cl36Nb4Te4,2.4311
Br12Nb4Te4,1.8747
I12Nb4Te4,1.0296
Nb4O22Te6,2.735
Nb4O16Sb4,2.6604
Bi4Nb4O16,2.7997499999999995
Hg4Nb4O14,0.5345
F20Hg6Nb4O8S2,2.4045
Nb4O12Sn2,2.13455
Nb4O14Sn4,1.0459
Ag4Nb4O12,1.8388
B4Nb4Ni8O24,2.7578
Cu4Nb4O12,1.496
Co8Nb4O18,2.5343
Cd4Nb4O14,2.070327272727273
Nb4O16Zn6,3.5821
Nb4O18Zn8,3.1564
Nb4P2S20Tl2,0.3737
Nb4S22Tl8,1.3369
Nb4Se22Tl8,1.0484
Cl16Nb6,0.4342
Cl30Nb6,2.4313
Br16Nb6,0.3871
I16Nb6,0.226
Cl14Nb6Se10,1.2743
Nb6O18Pb3,2.7386
Cl14Nb6Te2,0.9007
I14Nb6Te2,0.6731
Nb6Sb4Te10,0.8039
Ag2Nb6O16,2.3829
Cl18Nb6Tl2V1,0.1786
Br18Nb6Tl4,1.0431
Nb8O16,0.4731
Br40Nb8,1.7034
Nb8P4S40,1.6682
I4Nb8Te24,0.6782
Ag4Nb8O22,2.8442
Ag8Nb8O24,2.115446153846153
Nb8Ni4O24,2.96265
Cu4Nb8O24,1.6817333333333335
Co4Nb8O24,3.187
Fe4Nb8O24,2.1133666666666664
Nb8O24Zn4,3.6269
Nb9O25P1,2.2087
Cl4Nb12O28,2.218
Cl20Nb12O8,1.0618
I18Nb12S2,0.4417
I28Nb12S4,0.8383
Cl48I8Nb24,1.089
Be1S1,2.78375
Be1Se1,1.64632
Be1Te1,2.0183
Be2Br4,5.1884
Be2I4,4.1243
Be2C1,1.1651
Be2C2N4,3.8519
Be2H16O16S2,5.451116666666667
Be2C8Cl4H32O8S4,4.4739
Be2N4Si2,3.5598
Al2Be2H10,3.4293
Be3N2,3.51535
Be4C4N8,5.4832
Be4F16Pb4,5.1933
Be4H8O8,5.717
Be4H8O16Se4,4.7891
Be4F8H24N8,5.9513
Be4H32I8O40,4.0072
Be4H32O32Se4,3.9919
Be4H12O20P4,5.5688
Be4H16N4O16P4,5.2355
Be4O24P8,5.8317
Be4O7Te1,1.2905
Be4Cl12Te14,1.2883
B8Be4C8,0.22
Be4N8Si4,5.1434
Be4F16Tl8,4.432666666666667
Be6N4,3.3306
Be6H12,5.4069
Be6P4,0.2179
Be6H8O20P4,5.8499
Be6N24P12,4.0409
As4Be6H8O20,3.96055
Be6Cd8O24S2Si6,2.9811
Be6Cd8O24Se2Si6,2.9344
Be6Cd8O24Si6Te2,2.9534
Be6O24S2Si6Zn8,4.504300000000001
Al4Be6O36Si12,5.323642857142857
Be8P16,0.8341
Be8H4O18Si4,5.74565
Be12O24Si6,5.82236
B8Be16H8O32,5.8584
Be24N16,3.31545
Be24P16,0.8869
Cl2Mn1,3.8823
Br2Mn1,3.38765
I2Mn1,2.6756
Mn1S1,0.8572653846153847
Mn1Se1,0.4393142857142857
C1Mn1N2,2.0149
F6Mn1Pt1,2.2289
Mn1O6Pt3,0.4484
H2Mn1O2,1.6589
Cl2H4Mn1O2,3.9387
Br2H4Mn1O2,3.3768
Cl2H8Mn1N4,3.8414
As2Mn1O6,1.748
Mn1Te1,1.0463
F12Mn1Sb2,0.4981
C4Hg1Mn1N4S4,2.2817
C4Hg1Mn1N4Se4,2.1265
F6Mn1Sn1,2.1175
B2Mn1O6Sn1,2.0222
C8H24Mn1N2Se10Sn4,1.2164
Mn1Ni6O8,1.23355
Mn1O8Re2,3.2254
Cu1Mn1O2,0.25
C6Co1H18Mn1N12,0.9057
Ga2Mn1S4,2.28565
Ga2Mn1Se4,1.3617666666666668
In2Mn1Te4,0.456
Mn1O6V2,1.5205
Cl3Mn1Tl1,2.6103
H8Mn1O16P4Tl2,1.3595
Ge1Mn1Te4Tl2,0.3606
Mn1Sn1Te4Tl2,0.3447
Al2Mn1Te4,1.0337
C14Cl12H24Mn1N8Nb6,1.0359
F4Mn2,2.581617391304348
Cl2Mn2O6,2.0637
Mn2S2,1.3995
Mn2O8S2,3.635175
Mn2S4,0.6011
Mn2Se2,0.8284
Mn2O8Se2,1.0025
Mn2O10Se4,2.5339
Mn2O12Se4,0.5001
C2Mn2O6,3.458
C8Mn2N2O10,2.3186
C8Mn2N12,2.151266666666667
C10I2Mn2O10,2.6332
Mn2O8W2,2.218255555555556
C12Mn2O12Pt1,1.7518
C6Mn2N6Ru1,3.3986
C6Mn2N6Os1,3.1095
H4Mn2O16S4,4.2203
C4H8Mn2O12,2.373
H20Mn2O18S2,3.9623
H24Mn2N4O20S4,4.3558
C8H24Mn2N20,2.9477
Mn2O7P2,3.2926
Mn2P2S6,1.3693333333333333
Mn2P2Se6,0.9136333333333332
H4Mn2O10P2,1.4483
C2H4Mn2O12P2,2.9333
H2Mn2O14P4,1.384
H4Mn2O14P4,4.4126
H16Mn2O20P4,3.0398
C4H18Mn2N2O14P4,4.3443
H12Mn2O24P6,1.7638
As2Mn2O7,1.27245
As2H4Mn2O10,1.3929
As4F24Mn2,4.0183
As4F24Mn2O8S4,3.0227
Mn2Mo2O8,1.4308
Mn2Mo2N4,0.3723
Mn2Mo2O12Te2,2.2622
Br2Mn2S4Sb2,1.3673
I2Mn2Sb2Se4,1.0073
Mn2S8Sb4,1.205
Mn2O22Pb10Sb4,1.2035
B8Mn2O14,5.0966
Bi2Br2Mn2S4,1.5485
Bi2I2Mn2Se4,1.2271
As2Bi2Mn2O10,2.4397
Ge1Mn2,0.2204
Ge2Mn2O6,1.6448166666666666
Mn2O6Sn2,0.9097
Ag8Mn2S12Sb4,1.098933333333333
Mn2Ni2O6,1.2994
Bi4Mn2Ni2O12,0.8447666666666667
Mn2O10Si4,3.555
Cu4Ge2Mn2S8,0.8859250000000001
Cu4Ge2Mn2Se8,0.1957
Cu4Mn2S8Si2,1.76015
Cu4Mn2Se8Si2,0.8898
Co2Mn2O6,1.289
Bi4Co2Mn2O12,0.7568
C6Fe1Mn2N6,3.6563
F10Fe2H8Mn2O4,0.4913499999999999
Fe4Mn2O8,0.7856000000000001
Ga2Mn2S5,0.2423
F10Ga2H8Mn2O4,3.5076
In4Mn2S8,1.4619
Cd2F10Mn2,0.8007
Cr2F10Mn2,2.2773000000000003
Cr4Mn2O8,2.3448666666666664
Cr4Mn2S8,0.904457142857143
H12Mn2N4O8Zn1,1.5646
Mn2O7V2,1.49815
Bi2Mn2O10V2,2.1246
Cu2Mn2O8V2,1.3773
Mn2O14Te2V4,1.5139
F10H4Mn2O2Tl4,1.35075
Al2F10Mn2,4.49585
Al4Mn2S8,1.7721
Mn2Nb4O16Zn4,2.8252
Mn3O6,0.4767
C3Mn3N6,2.0503
Mn3O14P2Pb3Te1,2.5184
Mn3O18Sb6,0.5488
Cd2Mn3O8,1.1475
Mn3Nb6O11,0.4695
F8Mn4,3.07395
Mn4O8,0.9393666666666666
Mn4N8O24,2.7714
Br8Mn4,3.414
I8Mn4O24,2.5605
Mn4S8,1.2323461538461538
Mn4O12Se4,3.2584
Mn4Se8,0.6959333333333332
Mn4O20Se8,2.4396
C20Mn4O20,2.5203
C20Cl4Mn4O20,2.9886
Br4C20Mn4O20,2.8218
H4Mn4O8,1.26665
H4Mn4O12S2,2.8293
C8H24Mn4O24,3.5588
Mn4O16P4,0.2853
Mn4O24P8,3.909
Mn4P24W2,0.1711
As4Mn4O16,0.55038
Mn4Mo2P24,0.3047
Mn4Mo4O16,2.6175
Mn4Mo6O16,1.55765
Mn4Te4,1.2002
Mn4O16Te6,2.4961
Mn4O20Te8,2.0485
Cl4Mn4S8Sb4,1.4939
Br4Mn4Sb4Se8,1.0939
H16Mn4N8S10Sb4,0.6722
Mn4O16Sb8,1.6519166666666667
B4Mn4O16Pb4,0.6767
Bi3Mn4N1O15,0.8655
Bi4Mn4O12,0.2546571428571428
Bi4Cl4Mn4S8,1.7011
Ge2Mn4O8,0.8324
Ge4Mn4N8,0.84505
C20Hg2Mn4O20,2.6956
Ag4Mn4O16,1.3854
Mn4O28P8Si2,4.0549
Mn4N8Si4,1.8214
Mn4O18Pb4Si4,0.8575
Bi4Fe4Mn4O20,0.2342
In4Mn4O14,1.2881
Br12In4Mn4,1.9511
In8Mn4Te16,0.5116
Cd2Mn4O8,0.6967
Cr2Mn4O18Pb4,1.1997
Cr4F24H72Mn4N24,0.0942
Mn4O8Zn2,0.8198333333333333
Ge4Mn4O16Zn4,1.0224
Ag4Mn4O16V4,2.0802
Cl12Mn4Tl4,2.9046000000000003
I12Mn4Tl4,2.30645
F16H8Mn4O4Tl4,1.5784
As8Mn4S20Tl8,1.4556
Mn4Nb4O18Zn4,2.0892
Mn4Nb8O24,2.7985666666666664
Mn5O8,0.5323
Mn5O16Pb3V2,0.5662
F18Mn6,0.657
Mn6O8,0.6496875
Mn6O12W2,1.8304
H4Mn6O20Se6,2.7574
Mn6P24,1.0539
Mn6O12Te2,0.7888
B14Br2Mn6O26,3.8124
Ag2As6H4Mn6O24,1.3842
Ag4Mn6O28P8,2.0879
Mn6O16V4,1.9042
Mn6Nb4O18Zn2,2.2025
Mn8O32Pb16,0.7491
H8Mn8O20S4,1.9679
F4Mn8O16P4,2.058
Cl4Mn8O16P4,3.1376
F8H4Mn8O12P4,3.9371
Mn8P32,1.0771
As4H4Mn8O20,1.2391
Mn8O40Te16,2.1402
Br8Mn8Sb8Se16,0.9152
Bi4Mn8O20,0.2994166666666666
Bi4Mn8O24P4,1.9914
Bi8Mn8O24,0.2657
Ge4Mn8O16,0.480625
Ge4Mn8S16,1.2293999999999998
Ge4Mn8Se16,0.5759
Mn8Se16Sn4,0.433
Mn8O14Si2,0.8877
Mn8O16Si4,2.0167
Mn8S16Si4,1.69592
Mn8Se16Si4,1.1232
Mn8Nb4O18,2.106733333333333
Be6Ge6Mn8O24S2,2.401
Be6Ge6Mn8O24Se2,2.247
Be6Mn8O24S2Si6,3.1253375
Be6Mn8O24Se2Si6,2.9623
Be6Mn8O24Si6Te2,2.9375
Mn10O16V2,0.581
Mn12O16,0.3581999999999999
H4Mn12O34P8,2.929
Ag16Mn12O32,0.8525
F8Mn12O16Si4,2.1603
Fe8Ge12Mn12O48,1.8991
Cr8Ge12Mn12O48,2.0759
Cr8Mn12O48Si12,2.8663
Al8Mn12O48Si12,3.5749304347826087
Al4Mn13O28Sb2Si2,1.1004
Cl6Fe2Mn14O20,0.9526
Mn16Si28,0.8804666666666666
F2Ti1,2.0332
O2Ti1,1.8581
Cl2Ti1,2.6537
Br2Ti1,2.5208
S2Ti1,0.547021052631579
Se2Ti1,0.128225
O3Pb1Ti1,2.17069
F6H8N2Ti1,5.2433
C2F6H12N6Ti1,3.2108
Bi12O20Ti1,2.3905
Ge1Pt1Ti1,0.92745
O3Sn1Ti1,1.7288
Pt1Sn1Ti1,0.6452
Ag1F6Ti1,1.9688
Ag2I6O18Ti1,2.9861
Ni1Sn1Ti1,0.1734
Cu4S4Ti1,1.6889
Co1Sb1Ti1,0.8156709677419353
Fe2Ge1Ti1,1.2535
Fe2Sn1Ti1,1.0845
Ga4O8Ti1,2.7285
Cd1F6Ti1,4.9024
Cr2S4Ti1,0.154
F6H12O6Ti1Zn1,4.0577
Bi2O6Ti1Zn1,1.6668599999999998
F6Ti1Tl2,4.3814
F6H12Mn1O6Ti1,2.427
F6Ti2,2.0021444444444447
O4Ti2,2.3180303225806447
Cl2O2Ti2,2.2076
Cl6Ti2,2.4980999999999995
Cl8O32Ti2,3.31
Cl2N2Ti2,1.2177
Cl6N6Ti2,2.6768
Br2O2Ti2,2.0543500000000003
Br2N2Ti2,1.2036
Br6Ti2,2.30785
I2N2Ti2,0.5527
I4O14Ti2,2.6292
I6Ti2,1.8542
I8Ti2,1.4429
Cl12O2S2Ti2,2.803
S4Ti2,0.4076
S6Ti2,0.695675
O12Se4Ti2,2.8319
Cl2F2O14Pb4Se4Ti2,2.8946
C8Cl12H32N4Ti2,2.7328
O8P2Ti2,3.071133333333333
Cl18P2Ti2,2.2411
P4S12Ti2,0.5109
As4O14Ti2,2.8333
Te2Ti2,0.4877
Ge2Te12Ti2,0.4088
Hg2O6Ti2,1.366
F32Sn12Ti2,3.2794
Ni2O6Ti2,2.9431200000000004
O8Si2Ti2,2.6156666666666664
Cu4Te6Ti2,0.1766
Co2O6Ti2,3.1109
Fe1Se4Ti2,0.864
Fe2O6Ti2,1.958841666666666
Fe4O10Ti2,1.6637499999999998
Cd2O6Ti2,3.1405
O6Ti2Zn2,3.5033
P2S10Ti2Tl2,1.5281
Cu2Te6Ti2Tl2,0.2652
Ge6O18Ti2Tl4,2.7433
Al4O10Ti2,3.4311
Al4Cl16Ti2,3.1551
Al4Br16Ti2,2.9462
Ga1Mn1Ti2,0.1817
In1Mn1Ti2,0.2113
Al1Mn1Ti2,0.2305
Mn2O6Ti2,2.525428571428572
Mn4P24Ti2,0.3636
O6Ti3,2.5056
O6Ti4,0.8457750000000002
O8Ti4,2.645661904761905
Cl12Ti4,2.52715
Cl16Ti4,3.6874
Br4O4Ti4,1.8227
Br16Ti4,3.0161
O20S4Ti4,2.6790000000000003
Cl24O4S4Ti4,2.87515
S8Ti4,0.3369
Se4Ti4,0.709
O12Pb4Ti4,2.5498
H8O24S4Ti4,2.7352
H4O20P4Ti4,3.2258
H8O22P4Ti4,3.0899
